serie1_id,serie2_id,puntuacionSimilitud,algoritmo,fechaCalculada
ser_1521,ser_1698,0.61,manual,2025-02-26
ser_1522,ser_1763,0.69,manual,2024-01-22
ser_1522,ser_0021,0.43,jaccard,2024-09-26
ser_1522,ser_1848,0.52,collaborative,2024-07-27
ser_1523,ser_0213,0.68,manual,2024-06-10
ser_1523,ser_1481,0.43,cosine,2024-01-19
ser_1524,ser_1790,0.69,jaccard,2024-02-11
ser_1524,ser_2807,0.83,manual,2024-09-30
ser_1525,ser_2766,0.64,cosine,2024-12-05
ser_1525,ser_1444,0.72,manual,2024-03-20
ser_1525,ser_2579,0.71,collaborative,2024-12-13
ser_1526,ser_2452,0.44,manual,2024-01-16
ser_1527,ser_0456,0.79,manual,2024-07-20
ser_1527,ser_1046,0.41,jaccard,2024-09-30
ser_1527,ser_0787,0.68,jaccard,2024-11-10
ser_1528,ser_0371,0.62,jaccard,2024-05-01
ser_1528,ser_1889,0.41,cosine,2024-09-18
ser_1529,ser_2085,0.54,collaborative,2024-03-31
ser_1529,ser_2791,0.69,jaccard,2024-02-29
ser_1529,ser_0574,0.83,collaborative,2024-01-18
ser_1530,ser_1040,0.4,collaborative,2024-08-12
ser_1531,ser_0009,0.69,manual,2024-03-27
ser_1532,ser_1778,0.91,cosine,2024-12-02
ser_1533,ser_2006,0.88,jaccard,2024-08-01
ser_1533,ser_0299,0.85,cosine,2024-12-26
ser_1534,ser_1888,0.44,cosine,2025-01-12
ser_1535,ser_1781,0.77,collaborative,2024-07-04
ser_1536,ser_2061,0.47,jaccard,2024-06-29
ser_1536,ser_2200,0.92,collaborative,2024-03-10
ser_1536,ser_1267,0.6,jaccard,2024-12-06
ser_1537,ser_0924,0.49,collaborative,2024-02-19
ser_1537,ser_0556,0.75,jaccard,2024-05-17
ser_1537,ser_2324,0.74,manual,2024-06-03
ser_1538,ser_0225,0.88,collaborative,2024-03-20
ser_1539,ser_1308,0.53,collaborative,2024-08-13
ser_1539,ser_2068,0.84,cosine,2024-08-02
ser_1539,ser_2645,0.74,cosine,2024-01-11
ser_1540,ser_1509,0.41,manual,2024-11-08
ser_1541,ser_1911,0.9,manual,2024-05-11
ser_1541,ser_2993,0.77,jaccard,2025-03-31
ser_1542,ser_2103,0.77,manual,2024-04-07
ser_1542,ser_0028,0.64,collaborative,2025-01-06
ser_1542,ser_1027,0.54,manual,2024-05-05
ser_1543,ser_1781,0.67,jaccard,2024-07-19
ser_1543,ser_2326,0.92,collaborative,2025-04-24
ser_1543,ser_1127,0.57,manual,2025-03-01
ser_1544,ser_0295,0.41,cosine,2024-02-04
ser_1545,ser_2132,0.46,cosine,2025-01-23
ser_1545,ser_2823,0.68,cosine,2025-03-05
ser_1546,ser_1044,0.94,jaccard,2024-12-30
ser_1546,ser_0949,0.91,collaborative,2025-03-16
ser_1547,ser_1523,0.7,collaborative,2024-10-24
ser_1547,ser_1495,0.95,collaborative,2024-10-14
ser_1547,ser_1829,0.73,jaccard,2024-06-23
ser_1548,ser_0511,0.59,cosine,2025-01-03
ser_1549,ser_2670,0.89,jaccard,2024-06-28
ser_1550,ser_0031,0.49,cosine,2024-12-18
ser_1551,ser_2842,0.73,cosine,2024-04-09
ser_1552,ser_0812,0.77,collaborative,2025-04-15
ser_1552,ser_1100,0.44,cosine,2024-04-22
ser_1553,ser_0792,0.88,manual,2024-03-25
ser_1554,ser_1158,0.51,collaborative,2024-03-30
ser_1554,ser_0855,0.9,collaborative,2024-11-16
ser_1554,ser_1702,0.89,collaborative,2024-09-23
ser_1555,ser_1548,0.62,manual,2024-03-24
ser_1555,ser_0250,0.61,collaborative,2024-08-28
ser_1556,ser_0008,0.5,cosine,2024-09-25
ser_1557,ser_0742,0.77,manual,2024-05-03
ser_1557,ser_0439,0.74,collaborative,2024-05-09
ser_1557,ser_2764,0.54,collaborative,2025-01-26
ser_1558,ser_1673,0.58,collaborative,2024-01-31
ser_1558,ser_1067,0.59,jaccard,2024-05-30
ser_1558,ser_0551,0.45,manual,2024-07-15
ser_1559,ser_2868,0.51,collaborative,2025-04-26
ser_1559,ser_1877,0.69,manual,2024-11-26
ser_1559,ser_2983,0.58,jaccard,2024-07-14
ser_1560,ser_2016,0.44,collaborative,2024-08-27
ser_1560,ser_0674,0.61,jaccard,2024-05-13
ser_1561,ser_0724,0.8,cosine,2024-05-04
ser_1561,ser_0414,0.78,collaborative,2024-08-25
ser_1561,ser_0366,0.46,cosine,2024-11-07
ser_1562,ser_2203,0.72,jaccard,2025-04-21
ser_1562,ser_2679,0.93,cosine,2024-02-16
ser_1562,ser_1105,0.84,manual,2024-11-09
ser_1563,ser_2251,0.94,collaborative,2024-04-26
ser_1563,ser_1097,0.63,collaborative,2024-05-21
ser_1564,ser_0171,0.55,jaccard,2025-04-06
ser_1564,ser_2413,0.63,jaccard,2024-04-14
ser_1564,ser_0497,0.87,manual,2024-06-10
ser_1565,ser_0234,0.44,cosine,2024-10-10
ser_1565,ser_2481,0.51,manual,2024-06-04
ser_1566,ser_0493,0.72,jaccard,2024-12-06
ser_1566,ser_1645,0.47,manual,2025-02-16
ser_1566,ser_2098,0.91,collaborative,2024-03-15
ser_1567,ser_2583,0.55,cosine,2025-01-17
ser_1568,ser_2088,0.56,jaccard,2025-02-22
ser_1569,ser_1590,0.5,jaccard,2024-10-01
ser_1570,ser_0951,0.92,cosine,2025-04-26
ser_1571,ser_1825,0.55,manual,2024-09-28
ser_1572,ser_1566,0.87,manual,2024-04-14
ser_1572,ser_0093,0.73,jaccard,2025-04-23
ser_1572,ser_1607,0.64,collaborative,2024-03-29
ser_1573,ser_2497,0.55,collaborative,2024-02-04
ser_1574,ser_2845,0.41,collaborative,2025-04-09
ser_1575,ser_1453,0.66,jaccard,2025-04-26
ser_1576,ser_0771,0.87,cosine,2024-10-24
ser_1576,ser_1481,0.49,jaccard,2024-06-03
ser_1577,ser_1595,0.76,collaborative,2024-05-19
ser_1578,ser_2630,0.72,cosine,2024-01-10
ser_1579,ser_1511,0.76,collaborative,2025-02-21
ser_1580,ser_0345,0.45,jaccard,2024-09-10
ser_1580,ser_0917,0.62,cosine,2024-12-14
ser_1581,ser_2423,0.54,manual,2024-03-16
ser_1581,ser_0450,0.95,collaborative,2024-03-17
ser_1581,ser_0923,0.91,cosine,2024-07-05
ser_1582,ser_0816,0.78,collaborative,2024-02-01
ser_1583,ser_2897,0.4,jaccard,2024-05-06
ser_1583,ser_1136,0.81,collaborative,2025-02-01
ser_1584,ser_2673,0.91,manual,2024-11-29
ser_1585,ser_2169,0.63,cosine,2024-10-21
ser_1586,ser_2833,0.77,manual,2025-04-12
ser_1587,ser_2065,0.56,manual,2024-03-29
ser_1588,ser_0797,0.82,manual,2025-03-26
ser_1588,ser_0265,0.89,cosine,2024-12-03
ser_1588,ser_2656,0.46,cosine,2024-09-12
ser_1589,ser_2031,0.77,cosine,2025-01-06
ser_1590,ser_1987,0.51,cosine,2024-12-10
ser_1590,ser_1406,0.74,collaborative,2024-08-23
ser_1591,ser_2090,0.95,manual,2024-12-13
ser_1592,ser_0538,0.74,cosine,2024-05-01
ser_1592,ser_0347,0.52,jaccard,2024-10-10
ser_1592,ser_0893,0.93,cosine,2024-07-28
ser_1593,ser_2245,0.48,jaccard,2025-04-24
ser_1594,ser_1172,0.7,jaccard,2025-03-28
ser_1595,ser_0844,0.57,manual,2024-05-10
ser_1595,ser_2338,0.64,cosine,2025-04-11
ser_1595,ser_2806,0.43,manual,2024-08-22
ser_1596,ser_1311,0.92,collaborative,2024-04-02
ser_1597,ser_0375,0.81,manual,2024-04-18
ser_1597,ser_0580,0.83,collaborative,2025-02-24
ser_1597,ser_1465,0.6,cosine,2025-01-07
ser_1598,ser_0861,0.81,collaborative,2024-05-27
ser_1598,ser_1285,0.45,cosine,2024-02-16
ser_1599,ser_1340,0.58,cosine,2025-02-24
ser_1599,ser_2167,0.51,cosine,2024-11-28
ser_1600,ser_2524,0.9,collaborative,2024-05-30
ser_1601,ser_0659,0.43,collaborative,2025-04-26
ser_1602,ser_2296,0.8,cosine,2024-03-08
ser_1602,ser_2398,0.66,jaccard,2024-12-01
ser_1602,ser_0020,0.64,cosine,2025-03-03
ser_1603,ser_0535,0.84,cosine,2025-02-04
ser_1604,ser_0044,0.91,manual,2025-02-12
ser_1605,ser_0577,0.69,manual,2024-06-29
ser_1606,ser_0963,0.66,manual,2025-04-11
ser_1606,ser_1597,0.75,cosine,2025-04-16
ser_1606,ser_2382,0.82,collaborative,2024-03-02
ser_1607,ser_0814,0.9,manual,2024-02-26
ser_1608,ser_0197,0.62,jaccard,2025-02-19
ser_1609,ser_0857,0.64,jaccard,2024-01-03
ser_1609,ser_1167,0.47,jaccard,2025-01-03
ser_1610,ser_2274,0.9,manual,2025-01-15
ser_1610,ser_2062,0.72,cosine,2024-06-02
ser_1611,ser_2297,0.68,collaborative,2024-04-03
ser_1611,ser_1594,0.6,cosine,2025-04-10
ser_1611,ser_0074,0.55,manual,2024-09-12
ser_1612,ser_2094,0.61,collaborative,2024-08-06
ser_1613,ser_0823,0.53,jaccard,2024-07-31
ser_1614,ser_2809,0.7,jaccard,2024-12-31
ser_1615,ser_1528,0.82,jaccard,2024-11-20
ser_1615,ser_0847,0.71,manual,2024-12-05
ser_1616,ser_0789,0.85,cosine,2024-09-02
ser_1617,ser_1231,0.69,collaborative,2024-05-12
ser_1617,ser_0236,0.91,jaccard,2025-04-14
ser_1617,ser_2456,0.47,cosine,2024-12-20
ser_1618,ser_2277,0.55,cosine,2025-01-28
ser_1618,ser_2120,0.63,manual,2024-04-03
ser_1618,ser_1302,0.73,collaborative,2025-01-16
ser_1619,ser_1833,0.53,collaborative,2024-05-08
ser_1620,ser_0355,0.83,collaborative,2024-09-27
ser_1620,ser_2621,0.65,manual,2024-03-13
ser_1620,ser_0701,0.77,collaborative,2024-01-25
ser_1621,ser_0653,0.6,jaccard,2024-07-13
ser_1621,ser_0811,0.89,collaborative,2024-11-03
ser_1621,ser_2541,0.5,jaccard,2024-07-18
ser_1622,ser_0941,0.62,collaborative,2025-04-16
ser_1623,ser_1965,0.9,jaccard,2024-01-29
ser_1624,ser_2860,0.92,jaccard,2024-12-31
ser_1625,ser_1820,0.61,jaccard,2024-06-20
ser_1625,ser_1773,0.91,manual,2024-09-08
ser_1625,ser_2436,0.63,manual,2024-02-19
ser_1626,ser_1502,0.66,manual,2025-02-12
ser_1627,ser_1358,0.82,cosine,2025-03-07
ser_1628,ser_1800,0.68,collaborative,2024-05-20
ser_1629,ser_0101,0.75,cosine,2024-07-31
ser_1630,ser_0769,0.95,manual,2025-02-02
ser_1631,ser_0548,0.46,manual,2024-05-12
ser_1632,ser_1495,0.94,manual,2024-02-01
ser_1633,ser_0899,0.94,cosine,2024-07-31
ser_1634,ser_2489,0.7,collaborative,2024-12-21
ser_1634,ser_1363,0.69,manual,2025-02-21
ser_1635,ser_2697,0.56,jaccard,2024-10-05
ser_1635,ser_2874,0.7,jaccard,2024-04-27
ser_1635,ser_0610,0.88,collaborative,2024-04-26
ser_1636,ser_0315,0.47,cosine,2024-11-27
ser_1636,ser_1760,0.51,jaccard,2024-06-13
ser_1636,ser_2768,0.68,collaborative,2025-04-01
ser_1637,ser_0382,0.67,jaccard,2024-09-24
ser_1637,ser_1476,0.65,cosine,2025-03-21
ser_1637,ser_1030,0.8,collaborative,2024-02-04
ser_1638,ser_2388,0.82,manual,2024-07-13
ser_1639,ser_2729,0.49,jaccard,2024-09-18
ser_1640,ser_2645,0.65,collaborative,2024-04-14
ser_1640,ser_0820,0.78,manual,2024-10-29
ser_1641,ser_1652,0.91,manual,2024-04-24
ser_1641,ser_1720,0.94,manual,2024-07-14
ser_1641,ser_1712,0.47,jaccard,2025-03-10
ser_1642,ser_2575,0.43,manual,2024-07-27
ser_1643,ser_1463,0.75,jaccard,2024-12-19
ser_1643,ser_2084,0.8,manual,2024-06-25
ser_1644,ser_1487,0.55,manual,2024-11-10
ser_1645,ser_1065,0.44,manual,2024-12-19
ser_1646,ser_2904,0.87,collaborative,2024-02-02
ser_1647,ser_0041,0.52,collaborative,2024-08-05
ser_1647,ser_0901,0.79,cosine,2024-08-05
ser_1648,ser_0202,0.42,cosine,2024-07-25
ser_1649,ser_0272,0.43,collaborative,2024-02-03
ser_1649,ser_1574,0.78,collaborative,2024-10-28
ser_1650,ser_0761,0.62,collaborative,2024-03-27
ser_1651,ser_1583,0.55,collaborative,2024-11-23
ser_1652,ser_1084,0.42,cosine,2025-01-07
ser_1652,ser_2124,0.8,jaccard,2025-03-11
ser_1652,ser_1146,0.95,manual,2024-10-02
ser_1653,ser_2913,0.69,manual,2024-07-19
ser_1653,ser_1568,0.71,manual,2024-03-23
ser_1653,ser_1336,0.87,manual,2025-02-08
ser_1654,ser_2700,0.47,cosine,2025-02-04
ser_1655,ser_1407,0.76,cosine,2024-05-05
ser_1656,ser_0498,0.41,jaccard,2025-03-29
ser_1657,ser_0627,0.91,jaccard,2024-07-07
ser_1657,ser_1797,0.64,cosine,2025-01-23
ser_1657,ser_1684,0.49,manual,2024-07-20
ser_1658,ser_1956,0.7,manual,2024-01-15
ser_1658,ser_1854,0.94,manual,2024-12-28
ser_1659,ser_1835,0.87,jaccard,2024-11-25
ser_1660,ser_0553,0.88,collaborative,2024-01-14
ser_1661,ser_1479,0.61,collaborative,2024-12-17
ser_1662,ser_1773,0.49,jaccard,2024-01-15
ser_1662,ser_0267,0.79,jaccard,2025-03-27
ser_1663,ser_2127,0.6,manual,2025-01-14
ser_1664,ser_1542,0.63,jaccard,2025-02-23
ser_1664,ser_2597,0.51,collaborative,2024-06-17
ser_1665,ser_0675,0.82,manual,2024-09-29
ser_1665,ser_1073,0.47,manual,2024-02-01
ser_1665,ser_2890,0.54,cosine,2024-02-29
ser_1666,ser_0733,0.94,collaborative,2024-05-21
ser_1667,ser_0271,0.56,manual,2024-12-18
ser_1667,ser_2770,0.6,manual,2024-11-06
ser_1668,ser_0068,0.82,cosine,2024-12-14
ser_1669,ser_1324,0.92,manual,2024-04-12
ser_1669,ser_2790,0.89,jaccard,2024-08-14
ser_1669,ser_0764,0.43,collaborative,2024-12-16
ser_1670,ser_1333,0.9,manual,2024-01-30
ser_1670,ser_0392,0.69,jaccard,2024-02-24
ser_1671,ser_1923,0.44,cosine,2025-03-28
ser_1671,ser_2186,0.53,manual,2025-04-13
ser_1672,ser_2545,0.68,collaborative,2024-03-25
ser_1673,ser_1446,0.72,collaborative,2024-05-07
ser_1673,ser_1732,0.48,jaccard,2024-06-27
ser_1673,ser_1987,0.6,manual,2024-10-31
ser_1674,ser_1883,0.41,cosine,2024-03-25
ser_1675,ser_0246,0.65,jaccard,2025-03-21
ser_1676,ser_0692,0.67,cosine,2024-04-10
ser_1676,ser_2913,0.8,jaccard,2025-04-23
ser_1677,ser_1741,0.47,collaborative,2024-01-26
ser_1677,ser_0404,0.68,jaccard,2024-04-07
ser_1677,ser_2100,0.43,collaborative,2024-06-22
ser_1678,ser_0852,0.58,collaborative,2025-02-17
ser_1678,ser_1955,0.53,jaccard,2025-04-25
ser_1679,ser_2956,0.51,collaborative,2024-02-02
ser_1679,ser_2473,0.86,manual,2025-01-15
ser_1679,ser_1078,0.64,collaborative,2024-02-18
ser_1680,ser_0428,0.72,cosine,2025-04-25
ser_1681,ser_1047,0.64,collaborative,2024-09-13
ser_1681,ser_0018,0.8,manual,2025-01-09
ser_1681,ser_1625,0.71,cosine,2025-01-18
ser_1682,ser_0001,0.92,jaccard,2024-06-01
ser_1683,ser_2351,0.79,manual,2025-01-26
ser_1684,ser_1888,0.68,manual,2024-05-02
ser_1685,ser_2782,0.95,cosine,2025-01-27
ser_1685,ser_2568,0.49,jaccard,2024-06-28
ser_1685,ser_1568,0.74,collaborative,2025-01-23
ser_1686,ser_0578,0.42,collaborative,2025-03-29
ser_1687,ser_1005,0.85,cosine,2024-11-12
ser_1688,ser_2319,0.53,cosine,2024-03-07
ser_1688,ser_2120,0.54,collaborative,2025-03-22
ser_1689,ser_0612,0.69,manual,2025-04-01
ser_1689,ser_1256,0.78,jaccard,2025-03-20
ser_1690,ser_1060,0.85,jaccard,2024-04-20
ser_1691,ser_1889,0.72,cosine,2025-03-05
ser_1692,ser_0178,0.63,collaborative,2024-11-12
ser_1692,ser_0919,0.44,cosine,2024-07-16
ser_1692,ser_0648,0.45,collaborative,2024-03-01
ser_1693,ser_2127,0.84,jaccard,2024-09-29
ser_1693,ser_0766,0.59,cosine,2025-02-15
ser_1694,ser_1743,0.93,cosine,2025-03-14
ser_1694,ser_0073,0.93,collaborative,2024-01-09
ser_1694,ser_1637,0.76,jaccard,2024-12-07
ser_1695,ser_0690,0.65,cosine,2025-03-08
ser_1695,ser_1988,0.89,manual,2024-02-13
ser_1696,ser_1170,0.93,jaccard,2025-04-15
ser_1696,ser_2533,0.75,manual,2024-01-03
ser_1697,ser_1138,0.79,collaborative,2024-07-17
ser_1698,ser_2699,0.73,jaccard,2024-11-15
ser_1698,ser_1110,0.8,jaccard,2024-07-30
ser_1698,ser_0757,0.61,collaborative,2025-04-03
ser_1699,ser_0685,0.58,jaccard,2024-02-20
ser_1699,ser_2001,0.72,jaccard,2024-02-04
ser_1700,ser_2285,0.89,cosine,2024-07-13
ser_1700,ser_2539,0.59,jaccard,2024-10-19
ser_1701,ser_0297,0.9,collaborative,2024-01-12
ser_1701,ser_2177,0.65,manual,2024-07-02
ser_1701,ser_0949,0.44,collaborative,2024-09-03
ser_1702,ser_0191,0.83,cosine,2024-01-30
ser_1703,ser_2598,0.55,jaccard,2024-11-06
ser_1703,ser_0363,0.51,jaccard,2024-10-08
ser_1704,ser_2063,0.49,jaccard,2024-12-02
ser_1705,ser_0912,0.82,collaborative,2024-11-07
ser_1705,ser_0353,0.83,cosine,2024-03-06
ser_1705,ser_0294,0.52,manual,2025-04-14
ser_1706,ser_2738,0.93,cosine,2024-10-29
ser_1706,ser_1738,0.67,manual,2025-04-10
ser_1707,ser_1008,0.48,collaborative,2025-04-29
ser_1707,ser_1354,0.69,cosine,2025-04-30
ser_1708,ser_2246,0.52,collaborative,2024-01-02
ser_1708,ser_0117,0.74,manual,2024-12-20
ser_1709,ser_0295,0.83,manual,2024-06-14
ser_1709,ser_1026,0.75,collaborative,2025-03-13
ser_1710,ser_2886,0.94,jaccard,2024-10-12
ser_1710,ser_0552,0.86,jaccard,2025-03-25
ser_1711,ser_0110,0.79,collaborative,2024-02-02
ser_1712,ser_2092,0.52,collaborative,2025-01-26
ser_1713,ser_0162,0.52,manual,2024-01-12
ser_1714,ser_2229,0.78,cosine,2024-10-12
ser_1715,ser_0527,0.71,jaccard,2024-08-05
ser_1715,ser_0108,0.9,collaborative,2024-01-24
ser_1716,ser_0699,0.44,manual,2024-06-28
ser_1717,ser_2518,0.84,cosine,2024-01-22
ser_1717,ser_1760,0.57,manual,2024-01-13
ser_1717,ser_2078,0.73,jaccard,2025-01-29
ser_1718,ser_1676,0.43,jaccard,2024-10-16
ser_1719,ser_2556,0.93,manual,2025-04-01
ser_1720,ser_0206,0.77,collaborative,2025-02-02
ser_1720,ser_0908,0.57,jaccard,2024-07-07
ser_1721,ser_0798,0.76,cosine,2025-02-15
ser_1722,ser_2234,0.83,cosine,2024-09-07
ser_1723,ser_0209,0.67,jaccard,2024-09-04
ser_1723,ser_0630,0.49,manual,2024-01-27
ser_1724,ser_0849,0.82,jaccard,2024-09-10
ser_1724,ser_2628,0.53,jaccard,2025-02-07
ser_1724,ser_1030,0.73,manual,2025-03-27
ser_1725,ser_2334,0.55,cosine,2024-07-11
ser_1725,ser_0445,0.43,manual,2024-03-10
ser_1726,ser_2877,0.46,jaccard,2024-10-26
ser_1727,ser_0527,0.82,cosine,2024-02-27
ser_1728,ser_0110,0.8,manual,2024-08-09
ser_1729,ser_0389,0.61,cosine,2024-07-20
ser_1729,ser_1232,0.41,cosine,2025-01-30
ser_1730,ser_2536,0.72,cosine,2024-09-22
ser_1730,ser_2209,0.92,manual,2024-05-07
ser_1730,ser_1515,0.41,manual,2024-03-16
ser_1731,ser_1806,0.48,cosine,2024-10-01
ser_1731,ser_2803,0.57,manual,2024-03-21
ser_1732,ser_1769,0.57,manual,2024-09-15
ser_1732,ser_2405,0.68,jaccard,2024-07-18
ser_1733,ser_1861,0.47,manual,2024-03-30
ser_1734,ser_1861,0.87,jaccard,2024-10-12
ser_1734,ser_2635,0.7,cosine,2025-01-29
ser_1734,ser_1437,0.43,collaborative,2024-11-24
ser_1735,ser_0999,0.74,cosine,2025-01-10
ser_1736,ser_0488,0.51,cosine,2024-06-14
ser_1736,ser_1322,0.55,jaccard,2025-03-23
ser_1737,ser_1626,0.81,manual,2025-03-28
ser_1737,ser_0939,0.94,jaccard,2024-04-29
ser_1737,ser_0314,0.44,jaccard,2024-07-25
ser_1738,ser_2718,0.82,manual,2024-03-11
ser_1738,ser_1721,0.88,manual,2024-12-29
ser_1738,ser_1598,0.69,manual,2024-06-13
ser_1739,ser_1374,0.77,cosine,2024-03-19
ser_1740,ser_0479,0.8,collaborative,2024-10-11
ser_1741,ser_2362,0.74,cosine,2024-05-18
ser_1741,ser_2644,0.42,manual,2024-07-06
ser_1742,ser_1457,0.51,cosine,2025-04-25
ser_1743,ser_2074,0.82,manual,2024-07-30
ser_1744,ser_0454,0.64,collaborative,2025-03-14
ser_1745,ser_2558,0.77,collaborative,2024-04-07
ser_1745,ser_2195,0.58,manual,2024-02-05
ser_1745,ser_0911,0.9,manual,2024-10-10
ser_1746,ser_1264,0.79,manual,2024-01-09
ser_1747,ser_2275,0.74,manual,2025-01-15
ser_1748,ser_2444,0.86,cosine,2024-01-31
ser_1748,ser_2252,0.5,cosine,2024-11-10
ser_1749,ser_1338,0.85,collaborative,2024-07-20
ser_1749,ser_2102,0.71,jaccard,2024-04-20
ser_1749,ser_0255,0.57,collaborative,2025-03-20
ser_1750,ser_1839,0.46,cosine,2024-03-20
ser_1750,ser_1209,0.59,manual,2024-12-21
ser_1750,ser_1233,0.9,cosine,2024-05-01
ser_1751,ser_2192,0.55,manual,2024-05-23
ser_1752,ser_1506,0.63,manual,2024-07-31
ser_1753,ser_2797,0.61,cosine,2025-02-13
ser_1754,ser_2522,0.78,collaborative,2025-03-26
ser_1754,ser_1722,0.76,cosine,2024-03-04
ser_1754,ser_2562,0.88,cosine,2024-08-16
ser_1755,ser_2552,0.41,collaborative,2024-06-20
ser_1755,ser_0029,0.82,jaccard,2025-01-04
ser_1755,ser_0962,0.5,manual,2024-01-01
ser_1756,ser_2964,0.83,manual,2025-01-23
ser_1756,ser_0537,0.63,jaccard,2025-04-12
ser_1756,ser_1759,0.88,collaborative,2024-07-30
ser_1757,ser_2318,0.42,collaborative,2024-05-24
ser_1758,ser_0250,0.51,manual,2025-02-11
ser_1758,ser_2386,0.94,collaborative,2025-02-06
ser_1758,ser_2069,0.91,cosine,2025-04-21
ser_1759,ser_1786,0.66,cosine,2024-11-11
ser_1760,ser_2305,0.7,jaccard,2024-05-18
ser_1760,ser_1671,0.9,manual,2024-04-17
ser_1760,ser_2824,0.69,jaccard,2024-12-18
ser_1761,ser_2850,0.67,collaborative,2025-02-17
ser_1761,ser_0440,0.94,manual,2024-05-16
ser_1762,ser_1454,0.72,manual,2024-12-27
ser_1762,ser_1899,0.69,manual,2024-11-13
ser_1763,ser_2544,0.86,cosine,2024-05-15
ser_1763,ser_2039,0.47,cosine,2025-02-26
ser_1763,ser_1701,0.64,cosine,2024-06-25
ser_1764,ser_2629,0.93,jaccard,2024-03-07
ser_1765,ser_2408,0.58,collaborative,2024-08-27
ser_1766,ser_1958,0.9,collaborative,2025-04-20
ser_1767,ser_1173,0.54,manual,2024-07-24
ser_1767,ser_2119,0.43,jaccard,2025-01-05
ser_1768,ser_2869,0.5,collaborative,2024-01-12
ser_1768,ser_1702,0.9,jaccard,2025-02-16
ser_1768,ser_0887,0.69,jaccard,2024-04-16
ser_1769,ser_1596,0.42,manual,2024-10-28
ser_1769,ser_2771,0.65,manual,2024-02-04
ser_1769,ser_1544,0.6,jaccard,2024-10-01
ser_1770,ser_1486,0.78,collaborative,2024-04-18
ser_1771,ser_0631,0.79,jaccard,2025-03-08
ser_1771,ser_0297,0.69,collaborative,2025-04-21
ser_1772,ser_1459,0.43,collaborative,2024-10-01
ser_1773,ser_1127,0.42,jaccard,2024-05-21
ser_1773,ser_1946,0.54,jaccard,2024-08-15
ser_1773,ser_0244,0.83,jaccard,2024-08-22
ser_1774,ser_1785,0.55,collaborative,2024-06-10
ser_1774,ser_1858,0.95,jaccard,2024-05-01
ser_1774,ser_0198,0.73,manual,2025-01-18
ser_1775,ser_2349,0.71,collaborative,2024-12-18
ser_1776,ser_2902,0.46,jaccard,2024-11-22
ser_1776,ser_0582,0.61,collaborative,2025-01-12
ser_1777,ser_0181,0.73,manual,2024-11-05
ser_1777,ser_0982,0.49,collaborative,2024-01-31
ser_1778,ser_2506,0.75,manual,2024-04-21
ser_1779,ser_0681,0.45,manual,2024-12-06
ser_1780,ser_0834,0.51,cosine,2024-03-21
ser_1780,ser_1218,0.65,collaborative,2024-03-21
ser_1780,ser_2414,0.57,jaccard,2024-04-11
ser_1781,ser_2392,0.4,cosine,2024-12-08
ser_1781,ser_1496,0.49,collaborative,2024-11-28
ser_1781,ser_0228,0.91,manual,2024-09-27
ser_1782,ser_2552,0.75,jaccard,2024-02-19
ser_1782,ser_0447,0.65,collaborative,2024-01-07
ser_1782,ser_2760,0.85,collaborative,2025-02-23
ser_1783,ser_0542,0.85,manual,2025-01-07
ser_1784,ser_1164,0.72,manual,2025-04-08
ser_1784,ser_0412,0.46,manual,2025-04-08
ser_1785,ser_0014,0.91,manual,2024-07-21
ser_1785,ser_2536,0.45,collaborative,2024-12-21
ser_1785,ser_2129,0.86,collaborative,2024-04-19
ser_1786,ser_2775,0.53,jaccard,2024-09-26
ser_1787,ser_0862,0.7,cosine,2024-09-09
ser_1787,ser_2145,0.75,jaccard,2024-09-16
ser_1787,ser_2168,0.83,jaccard,2024-10-01
ser_1788,ser_2528,0.64,jaccard,2024-12-03
ser_1788,ser_0954,0.76,jaccard,2024-06-09
ser_1788,ser_1416,0.94,manual,2025-03-23
ser_1789,ser_1020,0.61,cosine,2024-09-24
ser_1790,ser_1833,0.6,manual,2024-03-31
ser_1791,ser_0537,0.46,collaborative,2024-08-04
ser_1791,ser_1386,0.7,collaborative,2024-09-05
ser_1792,ser_0588,0.48,manual,2024-01-27
ser_1793,ser_2553,0.74,collaborative,2025-04-26
ser_1794,ser_2554,0.69,collaborative,2024-11-28
ser_1795,ser_2657,0.8,collaborative,2024-08-14
ser_1795,ser_2270,0.6,collaborative,2024-07-28
ser_1796,ser_0163,0.79,collaborative,2025-01-30
ser_1797,ser_1550,0.7,collaborative,2024-12-03
ser_1797,ser_0310,0.76,collaborative,2025-03-14
ser_1797,ser_0442,0.7,cosine,2025-02-08
ser_1798,ser_1341,0.68,cosine,2025-03-12
ser_1798,ser_2506,0.51,manual,2024-01-05
ser_1798,ser_0788,0.73,cosine,2024-09-28
ser_1799,ser_2826,0.62,cosine,2025-04-02
ser_1800,ser_0067,0.71,jaccard,2024-12-28
ser_1801,ser_2433,0.52,manual,2024-10-31
ser_1802,ser_0256,0.59,cosine,2024-03-29
ser_1802,ser_1485,0.67,cosine,2024-01-18
ser_1802,ser_0195,0.64,manual,2024-06-16
ser_1803,ser_0692,0.42,cosine,2024-08-20
ser_1803,ser_1231,0.84,cosine,2024-03-15
ser_1804,ser_0428,0.42,manual,2024-12-02
ser_1805,ser_1232,0.67,cosine,2024-01-24
ser_1805,ser_1089,0.57,jaccard,2024-03-30
ser_1806,ser_2586,0.76,collaborative,2024-05-18
