actor_id,serie_id,personaje,protagonista,temporadas
act_0797,ser_1650,Detective,False,1|5
act_0456,ser_1651,Mentor,True,1|2
act_0417,ser_1651,Protagonista B,True,1|2
act_0344,ser_1651,Espía,False,2
act_0630,ser_1651,Líder,False,1
act_0324,ser_1651,Líder,False,1|2
act_0380,ser_1651,Líder,False,1|2
act_0791,ser_1651,Mentor,False,1|2
act_0438,ser_1652,Protagonista B,True,1|2|4
act_0665,ser_1652,Protagonista A,True,1
act_0499,ser_1652,Rebelde,False,3|4
act_0134,ser_1652,Detective,False,1
act_0497,ser_1653,Rebelde,True,1|3
act_0116,ser_1653,Líder,True,1|3
act_0117,ser_1653,Hijo/a,False,1|2
act_0099,ser_1653,Profesor,False,1|2
act_0697,ser_1653,Protagonista B,False,1|2|3
act_0206,ser_1653,Líder,False,1|2
act_0404,ser_1653,Antagonista Principal,False,1|3
act_0290,ser_1654,Rebelde,True,2|7|8|9|10|11
act_0413,ser_1654,Rebelde,True,6
act_0489,ser_1654,Padre/Madre,False,1|2|3|4|5|6|7|8|9|10|11
act_0004,ser_1654,Soldado,False,2|5|6|7|9
act_0275,ser_1654,Soldado,False,1|4|5|7|8
act_0219,ser_1654,Hijo/a,False,1|5|6|7|11
act_0794,ser_1654,Padre/Madre,False,1|2|3|4|5|7|8|9|10
act_0746,ser_1654,Mentor,False,1|2|6|7|10|11
act_0512,ser_1655,Médico,True,6|7
act_0757,ser_1655,Hijo/a,True,2|3|5|6|7
act_0591,ser_1655,Líder,False,1|2|3|4|5|6|7
act_0034,ser_1656,Profesor,True,1|2|3|4|5|6|9|11
act_0585,ser_1656,Espía,True,1|5|6
act_0689,ser_1656,Espía,False,1|2|3|5|8|9|10|11
act_0407,ser_1656,Detective,False,1|2|3|4|5|6|7|8|9|10|11
act_0072,ser_1657,Líder,True,1
act_0702,ser_1657,Soldado,True,2
act_0260,ser_1657,Hijo/a,False,1|2
act_0038,ser_1657,Protagonista A,False,2
act_0367,ser_1658,Profesor,True,1
act_0444,ser_1658,Mentor,True,1|3|4|5
act_0693,ser_1658,Espía,False,2|3|5
act_0527,ser_1659,Amigo/a,True,1|2|3|4|6|7|8|9
act_0584,ser_1659,Soldado,True,1|3|4|5|7|8|9|10
act_0267,ser_1659,Protagonista B,False,1|2|5|6|7|8|9|10
act_0326,ser_1659,Mentor,False,3|7
act_0729,ser_1659,Médico,False,7|9
act_0242,ser_1659,Médico,False,1|10
act_0510,ser_1660,Líder,True,2
act_0556,ser_1660,Líder,True,1|2|3|5
act_0471,ser_1660,Amigo/a,False,6
act_0594,ser_1660,Padre/Madre,False,2|3|4|5
act_0438,ser_1660,Mentor,False,1|2|3|4|5|6|7
act_0280,ser_1661,Rebelde,True,1|4|6
act_0364,ser_1661,Padre/Madre,True,1|2|3|4|6
act_0770,ser_1661,Hijo/a,False,1|2|3|4|5|6
act_0574,ser_1661,Espía,False,3|4|5
act_0681,ser_1662,Profesor,True,4
act_0686,ser_1662,Profesor,True,2|3
act_0631,ser_1662,Hijo/a,False,1|2|3|4
act_0293,ser_1662,Protagonista A,False,1|4
act_0456,ser_1662,Hijo/a,False,1|2|3|4
act_0003,ser_1662,Hijo/a,False,1|2|3|4
act_0342,ser_1662,Mentor,False,1
act_0751,ser_1663,Protagonista B,True,1
act_0714,ser_1663,Antagonista Principal,True,1
act_0197,ser_1663,Antagonista Principal,False,1
act_0648,ser_1664,Soldado,True,1|2|3|4|7|8|9
act_0143,ser_1664,Médico,True,2|4|9
act_0455,ser_1664,Soldado,False,1|2|3|5|6|8|9
act_0459,ser_1664,Profesor,False,2|4|7|9
act_0136,ser_1664,Líder,False,1|2|3|4|5|6|7|8|9
act_0557,ser_1664,Médico,False,2|3|5|8|9
act_0414,ser_1664,Protagonista B,False,1|5|6|7|8
act_0287,ser_1665,Hijo/a,True,1
act_0542,ser_1665,Padre/Madre,True,1
act_0720,ser_1665,Protagonista B,False,1
act_0302,ser_1665,Protagonista A,False,1
act_0032,ser_1665,Médico,False,1
act_0641,ser_1666,Mentor,True,1|2
act_0704,ser_1666,Protagonista B,True,1|2|3
act_0637,ser_1666,Soldado,False,1
act_0360,ser_1666,Hijo/a,False,3
act_0038,ser_1666,Padre/Madre,False,1|2|3|4
act_0261,ser_1666,Padre/Madre,False,2
act_0608,ser_1666,Padre/Madre,False,4
act_0189,ser_1666,Padre/Madre,False,1|2|3
act_0708,ser_1667,Padre/Madre,True,1|3|7
act_0163,ser_1667,Hijo/a,True,1|2|3|6
act_0294,ser_1667,Detective,False,1|4|6
act_0554,ser_1668,Amigo/a,True,1|3|4|5|6|7|8|9|10|11
act_0393,ser_1668,Protagonista A,True,3|6|7
act_0255,ser_1668,Antagonista Principal,False,1|2|3|9|11
act_0103,ser_1668,Protagonista A,False,1|3|4|6|8|9|10|11
act_0072,ser_1668,Rebelde,False,1|2|3|4|5|6|7|8|9|10|11
act_0181,ser_1668,Líder,False,1|2|3|4|6|7|8|9
act_0128,ser_1669,Profesor,True,1|2|4|5|6|7|8|9
act_0162,ser_1669,Rebelde,True,4
act_0386,ser_1669,Soldado,False,4|5|7|8|9
act_0770,ser_1669,Rebelde,False,5|6|7|8|9
act_0711,ser_1669,Protagonista B,False,2
act_0119,ser_1670,Soldado,True,1
act_0267,ser_1670,Rebelde,True,1
act_0736,ser_1670,Médico,False,1
act_0651,ser_1670,Protagonista A,False,1
act_0179,ser_1670,Amigo/a,False,1
act_0719,ser_1670,Protagonista A,False,1
act_0340,ser_1670,Antagonista Principal,False,1
act_0578,ser_1670,Protagonista A,False,1
act_0107,ser_1671,Profesor,True,2|3
act_0379,ser_1671,Amigo/a,True,1
act_0667,ser_1671,Rebelde,False,1|2|3
act_0386,ser_1671,Antagonista Principal,False,3
act_0046,ser_1672,Antagonista Principal,True,2
act_0721,ser_1672,Protagonista B,True,1|2|3|5|6|7
act_0791,ser_1672,Amigo/a,False,6
act_0068,ser_1672,Rebelde,False,3|6
act_0542,ser_1672,Líder,False,2|3|4|5|7
act_0215,ser_1673,Protagonista A,True,9
act_0063,ser_1673,Mentor,True,2|3|4|8|9|10
act_0744,ser_1673,Protagonista B,False,3|5|6|8
act_0283,ser_1673,Protagonista B,False,1|2|4|5|8|9|10
act_0199,ser_1673,Mentor,False,1|2|3|4|5|6|7|8|9|10
act_0012,ser_1673,Espía,False,1|2|4|5|6|8|10
act_0228,ser_1673,Protagonista B,False,1|2|4|7|8|10
act_0575,ser_1673,Médico,False,1|2|5|6|8|9|10
act_0779,ser_1674,Detective,True,1|4|8|11|12
act_0146,ser_1674,Amigo/a,True,1|2|3|4|5|6|7|8|9|10|12
act_0460,ser_1674,Profesor,False,1|2|3|4|5|6|7|8|9|10|11|12
act_0590,ser_1674,Protagonista B,False,5|8|12
act_0225,ser_1674,Soldado,False,10|11
act_0755,ser_1674,Hijo/a,False,2|3|5|7|8|9|10|11|12
act_0643,ser_1674,Hijo/a,False,9
act_0518,ser_1675,Espía,True,1|2|5
act_0223,ser_1675,Amigo/a,True,1|4|5
act_0717,ser_1675,Profesor,False,1|3
act_0241,ser_1676,Rebelde,True,2
act_0170,ser_1676,Hijo/a,True,1|2
act_0554,ser_1676,Rebelde,False,1
act_0234,ser_1676,Espía,False,2
act_0214,ser_1676,Antagonista Principal,False,1|2
act_0321,ser_1676,Soldado,False,2
act_0246,ser_1677,Soldado,True,2|3
act_0502,ser_1677,Protagonista A,True,1|4
act_0649,ser_1677,Espía,False,2|5
act_0704,ser_1677,Espía,False,1|2|3|4|5
act_0336,ser_1677,Profesor,False,1|2|3
act_0767,ser_1677,Amigo/a,False,2|3|4|5
act_0335,ser_1677,Profesor,False,1|2|3|5
act_0315,ser_1678,Amigo/a,True,1|2|3|4|5|6|7
act_0166,ser_1678,Protagonista A,True,1|2|3|4|5|6|7
act_0377,ser_1678,Hijo/a,False,1|2|5|7
act_0762,ser_1678,Líder,False,5
act_0465,ser_1678,Protagonista A,False,1|2|7
act_0732,ser_1679,Protagonista B,True,3|4|6
act_0334,ser_1679,Rebelde,True,2|3|4|6
act_0536,ser_1679,Médico,False,1|2|3|4|5|6|7|8
act_0453,ser_1679,Espía,False,2|3|6
act_0396,ser_1679,Rebelde,False,2
act_0001,ser_1679,Hijo/a,False,1|3|4|5|6|8
act_0150,ser_1679,Mentor,False,1|2|5|6|8
act_0079,ser_1679,Rebelde,False,1|2|5|7|8
act_0745,ser_1680,Protagonista A,True,1|3|5|6|7|8|9|10
act_0289,ser_1680,Médico,True,6|7|10
act_0623,ser_1680,Espía,False,5|7|9
act_0407,ser_1680,Líder,False,1
act_0599,ser_1680,Padre/Madre,False,1|2|4|9
act_0762,ser_1680,Mentor,False,1|2|3|4|5|7|8|9|10
act_0348,ser_1680,Antagonista Principal,False,1|2|3|4|5|6|7|8|9|10
act_0606,ser_1680,Mentor,False,2|4|5|6|7|8|9|10
act_0536,ser_1681,Soldado,True,1|2|3|4|5|6|7|8|9|10
act_0791,ser_1681,Antagonista Principal,True,1|2|3|4|5|6|7|8|9|10
act_0225,ser_1681,Detective,False,1|3|4|5|6|7|9
act_0322,ser_1681,Padre/Madre,False,1|4|7|10
act_0411,ser_1681,Médico,False,1
act_0601,ser_1681,Protagonista A,False,1|4|7|9|10
act_0794,ser_1681,Líder,False,4|5|6|8|9
act_0117,ser_1681,Soldado,False,4|8|9
act_0505,ser_1682,Mentor,True,1|2|3|4|5|6|7|8|9
act_0273,ser_1682,Profesor,True,9
act_0658,ser_1682,Protagonista A,False,1|3|4|9
act_0455,ser_1683,Detective,True,2|5|6|8
act_0186,ser_1683,Soldado,True,3|4|6|7
act_0541,ser_1683,Médico,False,2|3|4|5|6|7|8
act_0008,ser_1683,Mentor,False,1|3|7|8
act_0333,ser_1683,Protagonista B,False,1|2|3|4|5|6|7|8
act_0428,ser_1683,Detective,False,1|2|3|4|5|6|7|8
act_0799,ser_1684,Médico,True,2|4
act_0444,ser_1684,Profesor,True,1
act_0167,ser_1684,Protagonista B,False,1|2|4|5
act_0542,ser_1684,Detective,False,2|3|5
act_0240,ser_1685,Antagonista Principal,True,1|2|3
act_0352,ser_1685,Antagonista Principal,True,1
act_0167,ser_1685,Profesor,False,1|2|3|4
act_0411,ser_1686,Protagonista A,True,1
act_0187,ser_1686,Profesor,True,1
act_0088,ser_1686,Líder,False,1
act_0798,ser_1687,Líder,True,7|8|10
act_0113,ser_1687,Líder,True,1|2|3|4|5|6|7|8|9|10|11|12
act_0542,ser_1687,Mentor,False,1|2|4|5|8|9|10|11|12
act_0447,ser_1687,Mentor,False,2|4|6|7|8|9|10
act_0206,ser_1687,Médico,False,1|5|10|11
act_0054,ser_1687,Hijo/a,False,1
act_0539,ser_1687,Mentor,False,5|9|10|11|12
act_0106,ser_1688,Amigo/a,True,2|7|9|10
act_0132,ser_1688,Protagonista B,True,1|3|4|5|6|7|8|10
act_0074,ser_1688,Padre/Madre,False,4|5|9|10
act_0323,ser_1688,Rebelde,False,2|3|6|8|9|10
act_0320,ser_1688,Protagonista A,False,2|3|4|6|7|8|9|10
act_0179,ser_1688,Mentor,False,1|2|3|4|5|6|7|8|9|10
act_0578,ser_1688,Espía,False,3|6|9|10
act_0769,ser_1688,Hijo/a,False,1|2|3|4|5|6|7|8|9|10
act_0672,ser_1689,Líder,True,1|9|11
act_0037,ser_1689,Padre/Madre,True,1|3|4|5|8|9|11
act_0634,ser_1689,Antagonista Principal,False,5
act_0336,ser_1689,Detective,False,5|10|11
act_0582,ser_1689,Hijo/a,False,3|4|5|6|9|10
act_0387,ser_1689,Protagonista B,False,1|2|3|5|7|8|9
act_0025,ser_1689,Líder,False,3|7|8|9|10
act_0169,ser_1690,Rebelde,True,1
act_0651,ser_1690,Antagonista Principal,True,2|4|6
act_0269,ser_1690,Hijo/a,False,1|2|3|4|5|6
act_0071,ser_1691,Amigo/a,True,2|3|5|6|7
act_0373,ser_1691,Soldado,True,2|3|5|6|7
act_0444,ser_1691,Líder,False,6
act_0481,ser_1691,Mentor,False,1|2|3|4|5|6|7
act_0225,ser_1691,Detective,False,1|3|4|5|7
act_0168,ser_1691,Detective,False,5|6|7
act_0327,ser_1692,Padre/Madre,True,9
act_0031,ser_1692,Rebelde,True,4
act_0751,ser_1692,Protagonista A,False,1|2|3|4|5|10
act_0204,ser_1692,Protagonista A,False,2|6|7|8|10
act_0140,ser_1693,Antagonista Principal,True,3|5|6
act_0367,ser_1693,Amigo/a,True,6
act_0216,ser_1693,Protagonista A,False,1|3|4|5|6
act_0607,ser_1693,Protagonista A,False,2|3|4|5|6
act_0477,ser_1693,Mentor,False,1|2|4|6
act_0271,ser_1693,Rebelde,False,3|4|5
act_0125,ser_1693,Protagonista B,False,1|2|3|4|6
act_0321,ser_1693,Rebelde,False,2|3|6
act_0085,ser_1694,Padre/Madre,True,1|2
act_0214,ser_1694,Rebelde,True,1|2
act_0364,ser_1694,Detective,False,1|2
act_0133,ser_1694,Amigo/a,False,1|2
act_0574,ser_1694,Médico,False,2
act_0307,ser_1694,Amigo/a,False,1|2
act_0731,ser_1694,Líder,False,1|2
act_0782,ser_1694,Profesor,False,1|2
act_0799,ser_1695,Protagonista A,True,2|3
act_0665,ser_1695,Profesor,True,4
act_0192,ser_1695,Profesor,False,1|2|3|4|6
act_0638,ser_1695,Antagonista Principal,False,1|4|5|6
act_0179,ser_1695,Padre/Madre,False,4|5|6
act_0268,ser_1695,Protagonista A,False,1|3|4|6
act_0458,ser_1695,Rebelde,False,1|2|3|4|5
act_0696,ser_1695,Protagonista B,False,3
act_0402,ser_1696,Médico,True,1|4|5|6
act_0462,ser_1696,Padre/Madre,True,4
act_0164,ser_1696,Mentor,False,1|2|4|6
act_0231,ser_1696,Amigo/a,False,1|2|3|4|5|6
act_0258,ser_1697,Padre/Madre,True,8
act_0534,ser_1697,Hijo/a,True,6
act_0228,ser_1697,Profesor,False,1|2|3|4|5|7|8|9
act_0087,ser_1697,Antagonista Principal,False,1|2|3|5|6|7|8|10
act_0247,ser_1697,Médico,False,3|4|8|9
act_0007,ser_1697,Profesor,False,2|3|5|7
act_0419,ser_1697,Hijo/a,False,2|6|7
act_0398,ser_1697,Detective,False,1|3|9
act_0630,ser_1698,Protagonista B,True,2|3|4
act_0472,ser_1698,Protagonista A,True,1
act_0506,ser_1698,Detective,False,1|3
act_0425,ser_1698,Soldado,False,2
act_0420,ser_1699,Protagonista B,True,1
act_0530,ser_1699,Mentor,True,1
act_0287,ser_1699,Protagonista B,False,1
act_0693,ser_1699,Rebelde,False,1
act_0019,ser_1699,Hijo/a,False,1
act_0433,ser_1700,Protagonista A,True,2
act_0215,ser_1700,Espía,True,1|2
act_0056,ser_1700,Padre/Madre,False,2
act_0100,ser_1700,Líder,False,1|2
act_0306,ser_1700,Amigo/a,False,2
act_0118,ser_1700,Médico,False,1
act_0367,ser_1701,Mentor,True,2|5|7|12
act_0738,ser_1701,Protagonista B,True,1|2|3|4|5|6|8|9|10|12
act_0480,ser_1701,Líder,False,1|2|3|4|5|6|7|8|9|10|11|12
act_0112,ser_1701,Detective,False,3|4|5|8|9|10
act_0501,ser_1701,Soldado,False,1|2|4|5|6|7|8|9|10|11|12
act_0162,ser_1701,Rebelde,False,2|4|5|8|12
act_0229,ser_1701,Rebelde,False,1|3|9|10
act_0508,ser_1702,Hijo/a,True,1|2
act_0756,ser_1702,Profesor,True,1|2
act_0389,ser_1702,Mentor,False,2
act_0156,ser_1702,Hijo/a,False,2
act_0771,ser_1702,Amigo/a,False,1|2
act_0794,ser_1702,Espía,False,1|2
act_0444,ser_1702,Espía,False,1
act_0705,ser_1703,Protagonista A,True,1|2|4|6|7
act_0542,ser_1703,Protagonista A,True,1|2|3|4|5|6|7|8|9
act_0541,ser_1703,Amigo/a,False,1
act_0377,ser_1703,Hijo/a,False,3|5|6
act_0375,ser_1703,Detective,False,1|2|3|4|5|6|7|8|9
act_0786,ser_1704,Médico,True,1|2|3|4|5|6|7|8
act_0018,ser_1704,Detective,True,1|2|3|4|5|7
act_0416,ser_1704,Profesor,False,4|5|6|8
act_0764,ser_1704,Protagonista B,False,3|5|7
act_0790,ser_1704,Protagonista A,False,1|2|3|4|5|6|7
act_0216,ser_1704,Líder,False,8
act_0130,ser_1704,Médico,False,1|2|3|4|6|7|8
act_0770,ser_1704,Médico,False,1|2|3|4|5|6|7|8
act_0437,ser_1705,Soldado,True,2|3|4|5
act_0318,ser_1705,Profesor,True,3|4|5
act_0760,ser_1705,Líder,False,1|2|3|4|5
act_0405,ser_1706,Antagonista Principal,True,1|2
act_0600,ser_1706,Amigo/a,True,1|2|3|4
act_0241,ser_1706,Rebelde,False,1|2|3|4
act_0794,ser_1706,Protagonista B,False,1|2|4
act_0263,ser_1707,Padre/Madre,True,2|4|5|6|7|8|9
act_0266,ser_1707,Soldado,True,1|8
act_0670,ser_1707,Soldado,False,1|2|3|4|5|6|7|8|9
act_0169,ser_1707,Médico,False,5|8|9
act_0451,ser_1707,Rebelde,False,2|3|5|6|8
act_0790,ser_1707,Espía,False,1|3|4|9
act_0017,ser_1708,Padre/Madre,True,1|2|3
act_0169,ser_1708,Espía,True,1|2|3
act_0364,ser_1708,Amigo/a,False,1
act_0128,ser_1708,Hijo/a,False,1|2|3
act_0737,ser_1708,Rebelde,False,1|2|3
act_0660,ser_1708,Profesor,False,3
act_0530,ser_1709,Padre/Madre,True,1|2|3|4|5|6
act_0714,ser_1709,Antagonista Principal,True,2|3|4
act_0273,ser_1709,Amigo/a,False,1|2|3|4|5|6|7
act_0521,ser_1709,Médico,False,1|2|4|5|6|7
act_0275,ser_1710,Profesor,True,3
act_0316,ser_1710,Soldado,True,1|2|7
act_0417,ser_1710,Protagonista A,False,2|3|4
act_0528,ser_1711,Hijo/a,True,1
act_0559,ser_1711,Antagonista Principal,True,1
act_0189,ser_1711,Soldado,False,1
act_0018,ser_1711,Protagonista A,False,1
act_0041,ser_1711,Espía,False,1
act_0487,ser_1712,Líder,True,2
act_0244,ser_1712,Soldado,True,1|2
act_0705,ser_1712,Detective,False,2
act_0227,ser_1712,Amigo/a,False,1|2
act_0134,ser_1712,Protagonista A,False,1
act_0349,ser_1712,Soldado,False,2
act_0635,ser_1713,Mentor,True,1|2
act_0620,ser_1713,Hijo/a,True,2
act_0481,ser_1713,Protagonista A,False,1
act_0421,ser_1713,Amigo/a,False,1|2
act_0037,ser_1713,Soldado,False,1|2
act_0564,ser_1714,Protagonista B,True,1|2
act_0388,ser_1714,Líder,True,3
act_0173,ser_1714,Espía,False,3
act_0127,ser_1714,Detective,False,5
act_0087,ser_1714,Mentor,False,2|3
act_0413,ser_1714,Protagonista A,False,1|2|3|4|5
act_0073,ser_1715,Detective,True,1
act_0540,ser_1715,Protagonista B,True,2
act_0599,ser_1715,Antagonista Principal,False,1
act_0572,ser_1716,Profesor,True,1|2|3|4|5|6|7
act_0737,ser_1716,Mentor,True,1|2|3|4
act_0330,ser_1716,Protagonista A,False,1|2|3|5|6|7
act_0233,ser_1717,Mentor,True,1
act_0229,ser_1717,Rebelde,True,1
act_0113,ser_1717,Protagonista A,False,1
act_0479,ser_1717,Amigo/a,False,1
act_0297,ser_1717,Líder,False,1
act_0145,ser_1718,Médico,True,1|7|8
act_0008,ser_1718,Profesor,True,1|4|5|6|7|8|9
act_0201,ser_1718,Líder,False,7
act_0439,ser_1718,Protagonista A,False,3|4|5|7|8
act_0163,ser_1718,Amigo/a,False,1|2|3|4|5|6|7|8|9
act_0102,ser_1718,Mentor,False,2|4|5|6|7|8|9
act_0256,ser_1718,Hijo/a,False,2|7|8|9
act_0188,ser_1719,Antagonista Principal,True,1
act_0473,ser_1719,Rebelde,True,1
act_0670,ser_1719,Padre/Madre,False,1
act_0208,ser_1719,Protagonista B,False,1
act_0123,ser_1719,Rebelde,False,1
act_0257,ser_1720,Antagonista Principal,True,2|3|4
act_0736,ser_1720,Antagonista Principal,True,1|2|3|4|5
act_0636,ser_1720,Detective,False,5
act_0045,ser_1720,Profesor,False,2|3|4|5|6
act_0578,ser_1721,Soldado,True,2
act_0436,ser_1721,Amigo/a,True,1|3|4
act_0069,ser_1721,Líder,False,1|2|3|4
act_0591,ser_1721,Líder,False,1|2|3|4
act_0367,ser_1721,Espía,False,3
act_0469,ser_1721,Médico,False,1|2
act_0793,ser_1722,Rebelde,True,1|4|6|8|9
act_0663,ser_1722,Profesor,True,1|2|3|7|10
act_0767,ser_1722,Detective,False,4|7|8|9
act_0787,ser_1722,Espía,False,10
act_0108,ser_1722,Amigo/a,False,3|4|5|6|7|9|10
act_0384,ser_1722,Antagonista Principal,False,1|3|5|6|7|8|9|10
act_0600,ser_1722,Antagonista Principal,False,1|2|3|4|5|6|7|8|9|10
act_0047,ser_1722,Espía,False,9
act_0448,ser_1723,Padre/Madre,True,1|2|3
act_0392,ser_1723,Padre/Madre,True,1|2|3
act_0120,ser_1723,Antagonista Principal,False,1|2|3
act_0641,ser_1723,Amigo/a,False,1|2
act_0316,ser_1723,Médico,False,2|3
act_0124,ser_1723,Espía,False,1|2
act_0187,ser_1723,Detective,False,3
act_0797,ser_1723,Padre/Madre,False,1
act_0143,ser_1724,Mentor,True,3
act_0578,ser_1724,Soldado,True,1|2|3|4|5|6|7|8
act_0275,ser_1724,Espía,False,1|5|7
act_0549,ser_1724,Rebelde,False,1|2|3|7
act_0364,ser_1724,Amigo/a,False,1|2|3|4|5|6|7|8
act_0057,ser_1724,Padre/Madre,False,1
act_0586,ser_1724,Rebelde,False,4|5
act_0286,ser_1724,Profesor,False,1|2|3|4|5|6|7|8
act_0681,ser_1725,Soldado,True,1|2|3|4|5|6|7|8|9|10|11|12
act_0201,ser_1725,Detective,True,2|4|6|10|11
act_0614,ser_1725,Rebelde,False,3|4|5|7|8|9|11
act_0090,ser_1725,Profesor,False,2|4|6|8|10|11|12
act_0212,ser_1726,Hijo/a,True,1
act_0758,ser_1726,Rebelde,True,1
act_0691,ser_1726,Antagonista Principal,False,1
act_0628,ser_1727,Líder,True,1|2|3|4|5
act_0324,ser_1727,Hijo/a,True,2|4
act_0114,ser_1727,Protagonista A,False,2|3|4|5
act_0185,ser_1727,Mentor,False,2|4
act_0058,ser_1727,Soldado,False,1|2|3|4|5
act_0710,ser_1727,Espía,False,1|2|3|4|5
act_0661,ser_1727,Rebelde,False,2
act_0189,ser_1727,Hijo/a,False,2|3|4
act_0531,ser_1728,Profesor,True,1|2|3|4|5|6|7|8
act_0007,ser_1728,Soldado,True,1|3|4|6|7|8
act_0282,ser_1728,Líder,False,3
act_0489,ser_1728,Rebelde,False,1|3|4|7|8
act_0604,ser_1728,Amigo/a,False,5|6|8
act_0654,ser_1728,Rebelde,False,2
act_0573,ser_1728,Espía,False,2|7
act_0102,ser_1728,Protagonista A,False,2|3|5|6|7|8
act_0609,ser_1729,Protagonista B,True,3|4|5|6
act_0500,ser_1729,Hijo/a,True,4
act_0488,ser_1729,Profesor,False,3
act_0703,ser_1729,Rebelde,False,6
act_0207,ser_1730,Protagonista B,True,1
act_0188,ser_1730,Protagonista B,True,3|4
act_0284,ser_1730,Soldado,False,1|2|3|4
act_0725,ser_1730,Soldado,False,2|3
act_0656,ser_1730,Mentor,False,1
act_0507,ser_1731,Soldado,True,1|2|3|4
act_0759,ser_1731,Amigo/a,True,1|4
act_0610,ser_1731,Protagonista B,False,1|3
act_0734,ser_1732,Líder,True,5
act_0097,ser_1732,Padre/Madre,True,1|4|5|6
act_0447,ser_1732,Soldado,False,3|4|6
act_0068,ser_1732,Profesor,False,2|3|5|6
act_0511,ser_1732,Protagonista B,False,1|3|4|5|6
act_0081,ser_1732,Líder,False,2|5
act_0193,ser_1732,Soldado,False,4
act_0015,ser_1733,Protagonista A,True,3
act_0545,ser_1733,Detective,True,1|2|3|4
act_0239,ser_1733,Espía,False,4
act_0641,ser_1733,Padre/Madre,False,1|2|3|4|5
act_0177,ser_1733,Espía,False,1|2|4|5
act_0502,ser_1733,Mentor,False,1|2|3|4|5
act_0611,ser_1734,Soldado,True,1
act_0614,ser_1734,Mentor,True,1
act_0230,ser_1734,Protagonista B,False,1
act_0512,ser_1734,Detective,False,1
act_0316,ser_1734,Líder,False,1
act_0790,ser_1734,Hijo/a,False,1
act_0391,ser_1734,Padre/Madre,False,1
act_0153,ser_1735,Hijo/a,True,2|6|7|8
act_0370,ser_1735,Profesor,True,1|4|5|6|7|8
act_0699,ser_1735,Mentor,False,1|2|3|4|5
act_0344,ser_1735,Soldado,False,1|7
act_0136,ser_1736,Líder,True,1|5|8
act_0131,ser_1736,Líder,True,1|2|3|4|5|7|8|9
act_0565,ser_1736,Detective,False,1|2|3|4|5|6|7|8
act_0736,ser_1736,Antagonista Principal,False,2|3|5
act_0192,ser_1736,Soldado,False,1|4|8
act_0205,ser_1736,Espía,False,1|2|3|4|5|6|7|8|9
act_0525,ser_1737,Espía,True,1
act_0233,ser_1737,Mentor,True,5|6
act_0302,ser_1737,Protagonista A,False,1|2|3|4|5|6
act_0255,ser_1738,Rebelde,True,1
act_0662,ser_1738,Médico,True,1
act_0229,ser_1738,Profesor,False,1
act_0402,ser_1739,Protagonista B,True,2
act_0546,ser_1739,Profesor,True,1|2
act_0140,ser_1739,Mentor,False,1
act_0591,ser_1739,Amigo/a,False,1|2
act_0383,ser_1739,Líder,False,2
act_0303,ser_1740,Protagonista B,True,2
act_0102,ser_1740,Detective,True,1|2|3|4
act_0010,ser_1740,Líder,False,1|3
act_0391,ser_1740,Soldado,False,2|3|4
act_0795,ser_1741,Líder,True,1
act_0349,ser_1741,Detective,True,2|3
act_0058,ser_1741,Antagonista Principal,False,3
act_0721,ser_1741,Detective,False,1|2|3
act_0502,ser_1741,Líder,False,3
act_0038,ser_1741,Protagonista A,False,2
act_0242,ser_1742,Profesor,True,7|8
act_0101,ser_1742,Profesor,True,1|2|3|4|5|6|7|8|9|10
act_0175,ser_1742,Rebelde,False,5|7
act_0786,ser_1742,Espía,False,3|8
act_0586,ser_1742,Protagonista B,False,1|3|5|6|9
act_0618,ser_1742,Rebelde,False,4|6|9|10
act_0672,ser_1743,Hijo/a,True,1|2|3|5|8|9|10|11
act_0769,ser_1743,Detective,True,3|7|10|12
act_0119,ser_1743,Amigo/a,False,7|8|9|11
act_0327,ser_1743,Protagonista B,False,1|6|8|9
act_0620,ser_1743,Protagonista B,False,6
act_0768,ser_1743,Mentor,False,4|10
act_0046,ser_1743,Detective,False,2|3|4|9
act_0355,ser_1743,Profesor,False,11|12
act_0261,ser_1744,Padre/Madre,True,1|2|3
act_0020,ser_1744,Protagonista A,True,1|2
act_0498,ser_1744,Detective,False,2
act_0480,ser_1744,Profesor,False,1|2|3
act_0659,ser_1744,Hijo/a,False,1|2|3
act_0664,ser_1744,Protagonista B,False,2|3
act_0493,ser_1745,Espía,True,2
act_0292,ser_1745,Rebelde,True,3
act_0403,ser_1745,Protagonista B,False,1
act_0452,ser_1745,Espía,False,3
act_0083,ser_1745,Amigo/a,False,1|2|3
act_0189,ser_1745,Mentor,False,1
act_0383,ser_1745,Padre/Madre,False,1
act_0524,ser_1745,Mentor,False,1|2|3
act_0682,ser_1746,Protagonista A,True,1
act_0281,ser_1746,Médico,True,1
act_0722,ser_1746,Mentor,False,1
act_0362,ser_1746,Rebelde,False,1
act_0164,ser_1746,Profesor,False,1
act_0343,ser_1747,Líder,True,2
act_0462,ser_1747,Protagonista B,True,1|2|3
act_0540,ser_1747,Padre/Madre,False,3
act_0325,ser_1747,Profesor,False,1
act_0746,ser_1748,Rebelde,True,2|3
act_0271,ser_1748,Detective,True,1|3|4
act_0729,ser_1748,Protagonista A,False,1|3|4
act_0099,ser_1748,Rebelde,False,1|2
act_0568,ser_1748,Padre/Madre,False,1|3|4
act_0359,ser_1749,Padre/Madre,True,1|2|3
