estudio_id,serie_id,anio,presupuesto,distribucion
est_010,ser_1240,2017,16.17,Streaming exclusivo
est_007,ser_1241,2005,61.07,Global
est_040,ser_1242,2013,41.7,Nacional
est_030,ser_1243,2010,116.81,Regional
est_038,ser_1244,2014,58.42,Streaming exclusivo
est_026,ser_1245,2006,170.6,Global
est_011,ser_1246,1994,153.6,Global
est_022,ser_1247,2016,133.94,Global
est_003,ser_1248,1998,125.92,Regional
est_007,ser_1249,2024,136.81,Streaming exclusivo
est_028,ser_1250,2017,130.59,Regional
est_040,ser_1251,1990,81.62,Global
est_006,ser_1252,2019,115.74,Global
est_019,ser_1253,2000,9.66,Global
est_020,ser_1254,1996,65.3,Streaming exclusivo
est_033,ser_1255,2022,158.6,Regional
est_029,ser_1256,1996,128.63,Nacional
est_026,ser_1257,1999,91.91,Global
est_022,ser_1258,1996,28.88,Nacional
est_010,ser_1259,2003,86.33,Nacional
est_028,ser_1260,1993,156.57,Nacional
est_012,ser_1261,1997,77.71,Streaming exclusivo
est_020,ser_1262,1990,2.79,Global
est_017,ser_1263,1998,185.3,Global
est_031,ser_1264,2016,81.79,Regional
est_028,ser_1265,2019,142.81,Nacional
est_010,ser_1266,2000,2.58,Global
est_005,ser_1267,2000,116.7,Regional
est_022,ser_1268,2024,177.2,Streaming exclusivo
est_032,ser_1269,2016,78.91,Nacional
est_040,ser_1270,2019,158.94,Streaming exclusivo
est_032,ser_1271,2015,23.14,Streaming exclusivo
est_013,ser_1272,2009,122.05,Streaming exclusivo
est_033,ser_1273,2014,193.29,Regional
est_032,ser_1274,1999,58.31,Regional
est_008,ser_1275,2010,28.25,Regional
est_008,ser_1276,2016,134.28,Nacional
est_001,ser_1277,2002,175.86,Global
est_032,ser_1278,1993,112.84,Regional
est_015,ser_1279,1994,71.53,Streaming exclusivo
est_016,ser_1280,2007,175.99,Global
est_039,ser_1281,2015,102.09,Global
est_001,ser_1282,2014,38.85,Streaming exclusivo
est_024,ser_1283,1995,178.94,Global
est_036,ser_1284,2022,9.5,Global
est_021,ser_1285,2015,135.02,Regional
est_040,ser_1286,1998,136.35,Nacional
est_023,ser_1287,1997,160.82,Nacional
est_034,ser_1288,1997,91.66,Nacional
est_007,ser_1289,2004,58.39,Streaming exclusivo
est_002,ser_1290,2012,8.07,Nacional
est_034,ser_1291,2007,169.39,Streaming exclusivo
est_014,ser_1292,2019,117.48,Global
est_001,ser_1293,1991,179.82,Streaming exclusivo
est_028,ser_1294,2018,52.24,Regional
est_028,ser_1295,2019,102.61,Global
est_009,ser_1296,2024,176.95,Streaming exclusivo
est_038,ser_1297,2020,139.79,Streaming exclusivo
est_021,ser_1298,1997,154.79,Nacional
est_003,ser_1299,2021,24.64,Streaming exclusivo
est_003,ser_1300,2012,13.27,Nacional
est_018,ser_1301,2012,73.41,Streaming exclusivo
est_018,ser_1302,2001,199.87,Streaming exclusivo
est_021,ser_1303,2022,35.3,Nacional
est_011,ser_1304,1992,8.97,Global
est_012,ser_1305,1992,136.47,Streaming exclusivo
est_008,ser_1306,2017,46.77,Nacional
est_016,ser_1307,2006,149.88,Regional
est_031,ser_1308,2008,88.18,Global
est_018,ser_1309,2015,172.7,Regional
est_035,ser_1310,2014,96.71,Regional
est_008,ser_1311,2024,151.24,Nacional
est_013,ser_1312,2021,61.57,Streaming exclusivo
est_035,ser_1313,2004,88.19,Streaming exclusivo
est_018,ser_1314,2014,169.95,Nacional
est_017,ser_1315,2001,66.46,Global
est_021,ser_1316,1995,80.49,Regional
est_005,ser_1317,2012,87.67,Regional
est_004,ser_1318,1996,73.51,Streaming exclusivo
est_005,ser_1319,2005,130.43,Nacional
est_031,ser_1320,2020,53.59,Nacional
est_012,ser_1321,2001,32.8,Regional
est_018,ser_1322,2023,159.77,Nacional
est_033,ser_1323,2009,130.29,Global
est_025,ser_1324,2011,124.32,Streaming exclusivo
est_025,ser_1325,2012,82.35,Global
est_020,ser_1326,1993,4.54,Regional
est_030,ser_1327,2021,19.02,Streaming exclusivo
est_026,ser_1328,2002,104.6,Nacional
est_028,ser_1329,2020,70.15,Regional
est_006,ser_1330,2019,99.18,Nacional
est_021,ser_1331,2004,28.45,Global
est_012,ser_1332,2000,39.9,Streaming exclusivo
est_007,ser_1333,1995,118.92,Nacional
est_010,ser_1334,2016,169.81,Streaming exclusivo
est_027,ser_1335,2009,120.26,Nacional
est_028,ser_1336,2018,53.43,Global
est_011,ser_1337,2000,176.66,Streaming exclusivo
est_009,ser_1338,2003,20.51,Global
est_012,ser_1339,2018,91.64,Nacional
est_025,ser_1340,2012,53.3,Nacional
est_010,ser_1341,1992,48.17,Nacional
est_015,ser_1342,1993,150.02,Nacional
est_035,ser_1343,2019,161.87,Nacional
est_034,ser_1344,2011,133.43,Nacional
est_019,ser_1345,2013,114.93,Nacional
est_035,ser_1346,1995,96.02,Global
est_016,ser_1347,1998,29.74,Global
est_017,ser_1348,1996,102.1,Global
est_010,ser_1349,2010,154.34,Regional
est_010,ser_1350,2021,148.8,Nacional
est_040,ser_1351,2003,168.9,Nacional
est_033,ser_1352,2007,117.75,Streaming exclusivo
est_037,ser_1353,1998,113.68,Regional
est_024,ser_1354,2004,106.05,Global
est_014,ser_1355,1990,31.36,Nacional
est_015,ser_1356,2003,155.06,Streaming exclusivo
est_022,ser_1357,1991,99.48,Streaming exclusivo
est_031,ser_1358,1995,44.07,Nacional
est_011,ser_1359,1993,98.22,Nacional
est_006,ser_1360,2010,93.3,Regional
est_006,ser_1361,2018,151.3,Nacional
est_026,ser_1362,2001,5.7,Regional
est_037,ser_1363,2008,141.44,Nacional
est_007,ser_1364,2002,51.13,Nacional
est_034,ser_1365,2023,179.42,Streaming exclusivo
est_022,ser_1366,2019,70.62,Streaming exclusivo
est_027,ser_1367,2012,151.1,Global
est_003,ser_1368,2010,77.9,Nacional
est_002,ser_1369,2005,50.71,Streaming exclusivo
est_019,ser_1370,1999,81.1,Global
est_003,ser_1371,2002,184.66,Streaming exclusivo
est_031,ser_1372,2009,92.97,Nacional
est_023,ser_1373,2000,82.46,Regional
est_017,ser_1374,2018,112.77,Streaming exclusivo
est_035,ser_1375,2000,123.58,Regional
est_033,ser_1376,2020,134.3,Streaming exclusivo
est_004,ser_1377,2015,48.59,Streaming exclusivo
est_040,ser_1378,2000,11.26,Regional
est_024,ser_1379,1999,131.25,Regional
est_026,ser_1380,2016,80.67,Global
est_037,ser_1381,2006,87.49,Regional
est_034,ser_1382,1992,173.63,Streaming exclusivo
est_018,ser_1383,2001,151.35,Global
est_024,ser_1384,1999,82.91,Global
est_004,ser_1385,1997,118.84,Streaming exclusivo
est_021,ser_1386,1998,126.86,Nacional
est_030,ser_1387,2020,129.49,Nacional
est_023,ser_1388,2017,137.06,Global
est_021,ser_1389,1994,157.74,Streaming exclusivo
est_017,ser_1390,2022,108.59,Global
est_031,ser_1391,2007,43.18,Streaming exclusivo
est_035,ser_1392,1991,82.89,Nacional
est_036,ser_1393,1993,77.47,Global
est_002,ser_1394,2015,9.0,Streaming exclusivo
est_039,ser_1395,2005,88.39,Regional
est_035,ser_1396,1993,47.5,Regional
est_020,ser_1397,2005,16.09,Regional
est_015,ser_1398,1997,48.43,Streaming exclusivo
est_027,ser_1399,2009,86.02,Global
est_028,ser_1400,1999,197.83,Streaming exclusivo
est_009,ser_1401,1994,172.14,Regional
est_013,ser_1402,2017,123.82,Streaming exclusivo
est_011,ser_1403,1998,162.35,Nacional
est_039,ser_1404,2016,96.29,Nacional
est_006,ser_1405,2001,180.09,Global
est_008,ser_1406,2024,65.92,Global
est_009,ser_1407,2022,49.95,Global
est_033,ser_1408,1998,63.36,Streaming exclusivo
est_029,ser_1409,2009,172.83,Nacional
est_014,ser_1410,1990,51.82,Global
est_019,ser_1411,2008,56.89,Global
est_008,ser_1412,2005,35.3,Regional
est_003,ser_1413,2024,98.79,Streaming exclusivo
est_038,ser_1414,1990,19.93,Streaming exclusivo
est_027,ser_1415,1997,6.67,Regional
est_037,ser_1416,1993,38.12,Regional
est_025,ser_1417,2004,15.49,Global
est_020,ser_1418,2020,195.81,Nacional
est_014,ser_1419,1993,95.62,Global
est_008,ser_1420,2012,53.78,Regional
est_022,ser_1421,2002,68.16,Regional
est_018,ser_1422,2022,62.06,Regional
est_037,ser_1423,2003,118.31,Nacional
est_021,ser_1424,1998,116.64,Streaming exclusivo
est_019,ser_1425,2017,144.46,Nacional
est_018,ser_1426,1999,54.58,Nacional
est_039,ser_1427,1997,27.91,Nacional
est_038,ser_1428,2009,45.3,Streaming exclusivo
est_017,ser_1429,2024,181.21,Streaming exclusivo
est_017,ser_1430,2003,110.94,Streaming exclusivo
est_021,ser_1431,1995,162.48,Global
est_013,ser_1432,2017,143.12,Regional
est_037,ser_1433,2010,63.47,Regional
est_003,ser_1434,2015,160.76,Streaming exclusivo
est_023,ser_1435,1993,123.69,Regional
est_021,ser_1436,2018,119.67,Regional
est_007,ser_1437,2009,39.62,Nacional
est_034,ser_1438,2012,8.9,Global
est_023,ser_1439,2011,145.45,Global
est_021,ser_1440,2003,43.67,Regional
est_013,ser_1441,2022,80.04,Nacional
est_035,ser_1442,2010,60.62,Streaming exclusivo
est_024,ser_1443,2010,131.19,Streaming exclusivo
est_018,ser_1444,2008,168.59,Global
est_038,ser_1445,2003,163.58,Regional
est_025,ser_1446,2006,182.11,Regional
est_005,ser_1447,2020,66.48,Global
est_010,ser_1448,2024,30.3,Nacional
est_009,ser_1449,2014,141.31,Global
est_039,ser_1450,2013,69.72,Regional
est_004,ser_1451,1993,35.37,Streaming exclusivo
est_005,ser_1452,2023,121.64,Streaming exclusivo
est_022,ser_1453,2023,156.73,Global
est_040,ser_1454,2021,43.73,Streaming exclusivo
est_029,ser_1455,2003,51.03,Nacional
est_033,ser_1456,2021,83.06,Streaming exclusivo
est_034,ser_1457,2000,127.15,Streaming exclusivo
est_012,ser_1458,2017,154.23,Streaming exclusivo
est_005,ser_1459,1990,183.52,Regional
est_002,ser_1460,2005,66.93,Regional
est_022,ser_1461,2010,54.28,Nacional
est_016,ser_1462,2024,27.55,Streaming exclusivo
est_011,ser_1463,1998,184.43,Streaming exclusivo
est_001,ser_1464,1998,38.35,Streaming exclusivo
est_018,ser_1465,2005,116.77,Nacional
est_015,ser_1466,2013,185.2,Streaming exclusivo
est_005,ser_1467,2021,150.28,Regional
est_023,ser_1468,1992,188.29,Streaming exclusivo
est_017,ser_1469,2000,98.39,Global
est_021,ser_1470,2008,67.58,Nacional
est_023,ser_1471,1992,56.41,Global
est_012,ser_1472,2016,87.58,Nacional
est_030,ser_1473,2003,163.68,Global
est_033,ser_1474,2006,85.87,Global
est_019,ser_1475,1992,180.45,Regional
est_016,ser_1476,2022,151.46,Nacional
est_015,ser_1477,2024,88.57,Streaming exclusivo
est_004,ser_1478,1997,33.25,Regional
est_001,ser_1479,2022,148.78,Nacional
est_023,ser_1480,1990,15.88,Regional
est_023,ser_1481,2022,94.11,Streaming exclusivo
est_018,ser_1482,1992,109.62,Streaming exclusivo
est_007,ser_1483,1993,124.71,Global
est_040,ser_1484,2013,161.09,Global
est_007,ser_1485,1996,8.16,Global
est_018,ser_1486,2009,65.14,Streaming exclusivo
est_006,ser_1487,1996,81.39,Global
est_022,ser_1488,2017,10.58,Nacional
est_037,ser_1489,2000,22.59,Streaming exclusivo
est_004,ser_1490,1994,129.11,Streaming exclusivo
est_007,ser_1491,2020,55.38,Regional
est_039,ser_1492,1990,59.76,Nacional
est_010,ser_1493,2018,4.54,Streaming exclusivo
est_030,ser_1494,1994,74.46,Regional
est_007,ser_1495,2021,163.86,Nacional
est_022,ser_1496,2009,105.73,Nacional
est_009,ser_1497,2013,91.27,Global
est_026,ser_1498,1995,51.85,Streaming exclusivo
est_005,ser_1499,2020,189.89,Nacional
est_006,ser_1500,2010,29.01,Global
est_034,ser_1501,1991,135.51,Regional
est_032,ser_1502,1996,181.5,Global
est_025,ser_1503,2015,184.84,Global
est_003,ser_1504,1998,46.07,Global
est_003,ser_1505,1997,163.11,Nacional
est_013,ser_1506,1992,131.06,Streaming exclusivo
est_001,ser_1507,2024,45.36,Regional
est_007,ser_1508,2023,196.07,Regional
est_024,ser_1509,2000,98.04,Regional
est_015,ser_1510,2003,138.53,Streaming exclusivo
est_017,ser_1511,1997,148.12,Global
est_014,ser_1512,2015,136.41,Global
est_008,ser_1513,2024,146.04,Regional
est_025,ser_1514,2011,188.79,Streaming exclusivo
est_006,ser_1515,2004,196.33,Global
est_036,ser_1516,2010,186.29,Regional
est_003,ser_1517,2009,90.32,Streaming exclusivo
est_040,ser_1518,2003,94.38,Global
est_031,ser_1519,2006,107.18,Streaming exclusivo
est_020,ser_1520,1993,80.32,Regional
est_016,ser_1521,2022,101.42,Global
est_014,ser_1522,2022,187.48,Streaming exclusivo
est_010,ser_1523,2002,39.9,Global
est_030,ser_1524,1995,123.39,Regional
est_017,ser_1525,2016,76.46,Global
est_027,ser_1526,2006,131.17,Global
est_022,ser_1527,1991,58.59,Nacional
est_029,ser_1528,1990,188.69,Nacional
est_012,ser_1529,1999,3.89,Streaming exclusivo
est_040,ser_1530,2021,94.75,Streaming exclusivo
est_033,ser_1531,2016,57.82,Global
est_004,ser_1532,2014,132.2,Streaming exclusivo
est_017,ser_1533,2024,86.97,Regional
est_012,ser_1534,2000,110.72,Streaming exclusivo
est_021,ser_1535,2020,58.22,Global
est_007,ser_1536,2016,141.28,Nacional
est_038,ser_1537,2012,154.37,Regional
est_030,ser_1538,1997,127.76,Nacional
est_035,ser_1539,2019,136.92,Nacional
est_018,ser_1540,2022,26.63,Global
est_015,ser_1541,2006,195.59,Global
est_019,ser_1542,2013,7.21,Regional
est_023,ser_1543,1997,87.44,Global
est_011,ser_1544,1999,144.44,Regional
est_040,ser_1545,2002,128.42,Global
est_008,ser_1546,1992,152.51,Global
est_024,ser_1547,2016,43.79,Nacional
est_038,ser_1548,2006,97.93,Nacional
est_027,ser_1549,1997,18.21,Regional
est_030,ser_1550,2020,167.84,Streaming exclusivo
est_032,ser_1551,1996,119.13,Regional
est_007,ser_1552,2014,33.18,Regional
est_006,ser_1553,1992,97.75,Regional
est_014,ser_1554,2013,198.87,Nacional
est_007,ser_1555,2008,130.33,Global
est_020,ser_1556,2015,142.04,Global
est_037,ser_1557,1991,35.0,Nacional
est_018,ser_1558,1997,145.54,Global
est_026,ser_1559,2002,52.43,Nacional
est_016,ser_1560,2024,159.25,Regional
est_008,ser_1561,1994,84.81,Streaming exclusivo
est_003,ser_1562,2014,35.48,Global
est_005,ser_1563,2004,79.58,Streaming exclusivo
est_022,ser_1564,2007,192.9,Global
est_009,ser_1565,2005,31.09,Nacional
est_017,ser_1566,2011,197.8,Global
est_030,ser_1567,2014,166.53,Nacional
est_028,ser_1568,2019,42.64,Nacional
est_029,ser_1569,1993,51.72,Nacional
est_023,ser_1570,2020,76.61,Nacional
est_035,ser_1571,2001,65.9,Nacional
est_014,ser_1572,2001,25.19,Nacional
est_012,ser_1573,2023,11.85,Nacional
est_003,ser_1574,2003,178.92,Regional
est_036,ser_1575,2023,22.3,Streaming exclusivo
est_025,ser_1576,2023,119.78,Global
est_016,ser_1577,2006,77.56,Nacional
est_039,ser_1578,2006,22.12,Streaming exclusivo
est_008,ser_1579,2020,85.98,Regional
est_030,ser_1580,2017,78.58,Regional
est_032,ser_1581,2003,159.57,Streaming exclusivo
est_022,ser_1582,2001,134.1,Global
est_039,ser_1583,2017,157.23,Global
est_022,ser_1584,2000,155.54,Regional
est_004,ser_1585,2004,129.77,Global
est_014,ser_1586,2001,16.72,Nacional
est_029,ser_1587,2015,149.5,Nacional
est_008,ser_1588,2019,78.6,Global
est_038,ser_1589,1990,173.09,Regional
est_024,ser_1590,2018,165.09,Streaming exclusivo
est_014,ser_1591,1992,60.8,Global
est_002,ser_1592,2004,196.19,Global
est_013,ser_1593,2014,58.09,Regional
est_033,ser_1594,2000,187.71,Regional
est_020,ser_1595,2021,146.86,Regional
est_029,ser_1596,2022,46.72,Streaming exclusivo
est_034,ser_1597,2000,102.9,Streaming exclusivo
est_036,ser_1598,1992,164.11,Nacional
est_013,ser_1599,2002,113.71,Streaming exclusivo
est_034,ser_1600,2011,38.53,Streaming exclusivo
est_005,ser_1601,2015,16.72,Streaming exclusivo
est_024,ser_1602,2005,173.02,Streaming exclusivo
est_026,ser_1603,1998,45.39,Regional
est_014,ser_1604,2007,133.78,Global
est_007,ser_1605,1997,64.15,Global
est_014,ser_1606,2009,8.82,Nacional
est_031,ser_1607,2007,62.27,Streaming exclusivo
est_026,ser_1608,2004,61.94,Regional
est_040,ser_1609,2015,136.5,Streaming exclusivo
est_010,ser_1610,2004,103.59,Regional
est_005,ser_1611,2010,53.97,Regional
est_010,ser_1612,2023,103.96,Streaming exclusivo
est_027,ser_1613,1998,166.75,Nacional
est_008,ser_1614,2010,4.07,Nacional
est_040,ser_1615,2017,146.37,Regional
est_032,ser_1616,1996,28.93,Nacional
est_021,ser_1617,2017,67.59,Nacional
est_027,ser_1618,2015,135.48,Regional
est_015,ser_1619,2000,80.51,Regional
est_032,ser_1620,2015,164.0,Regional
est_016,ser_1621,2015,2.78,Nacional
est_014,ser_1622,2006,157.05,Regional
est_020,ser_1623,2008,65.14,Regional
est_034,ser_1624,1998,14.96,Global
est_019,ser_1625,2001,91.95,Nacional
est_009,ser_1626,1995,25.87,Global
est_003,ser_1627,2019,114.09,Global
est_004,ser_1628,1999,184.01,Nacional
est_030,ser_1629,2016,100.64,Global
est_036,ser_1630,2010,89.89,Global
est_018,ser_1631,2016,186.76,Nacional
est_024,ser_1632,1996,131.36,Nacional
est_038,ser_1633,2020,135.21,Regional
est_028,ser_1634,2008,146.33,Regional
est_039,ser_1635,2011,87.72,Nacional
est_032,ser_1636,2002,193.97,Regional
est_034,ser_1637,2018,179.73,Nacional
est_011,ser_1638,2011,9.6,Nacional
est_020,ser_1639,2008,49.32,Regional
est_036,ser_1640,1992,46.1,Nacional
est_019,ser_1641,2011,50.01,Global
est_037,ser_1642,2010,133.85,Global
est_024,ser_1643,2006,152.06,Nacional
est_029,ser_1644,2023,182.0,Regional
est_029,ser_1645,2018,123.81,Global
est_033,ser_1646,1994,115.34,Nacional
est_009,ser_1647,2018,59.78,Regional
est_037,ser_1648,2008,186.12,Streaming exclusivo
est_002,ser_1649,2017,92.8,Streaming exclusivo
est_018,ser_1650,2003,54.99,Global
est_035,ser_1651,2020,56.46,Regional
est_018,ser_1652,2017,8.36,Nacional
est_030,ser_1653,2016,18.86,Nacional
est_032,ser_1654,2010,114.81,Regional
est_030,ser_1655,2017,166.35,Nacional
est_035,ser_1656,2015,32.36,Streaming exclusivo
est_014,ser_1657,2001,152.31,Nacional
est_017,ser_1658,1990,173.09,Regional
est_034,ser_1659,1991,170.03,Global
est_025,ser_1660,2016,84.16,Regional
est_030,ser_1661,2024,124.54,Nacional
est_032,ser_1662,2022,11.74,Global
est_002,ser_1663,1997,77.13,Nacional
est_037,ser_1664,1997,64.53,Regional
est_007,ser_1665,2018,28.09,Nacional
est_027,ser_1666,1992,87.61,Nacional
est_015,ser_1667,2015,98.28,Global
est_017,ser_1668,2019,8.61,Streaming exclusivo
est_037,ser_1669,2007,130.27,Regional
est_031,ser_1670,2020,69.45,Streaming exclusivo
est_005,ser_1671,1997,172.96,Regional
est_035,ser_1672,2003,131.12,Streaming exclusivo
est_002,ser_1673,2003,159.49,Global
est_025,ser_1674,2007,197.68,Nacional
est_023,ser_1675,1990,21.76,Regional
est_007,ser_1676,2017,37.5,Nacional
est_005,ser_1677,2005,102.73,Nacional
est_010,ser_1678,1998,49.33,Regional
est_008,ser_1679,2013,158.71,Nacional
est_023,ser_1680,2001,154.1,Global
est_036,ser_1681,2015,64.15,Streaming exclusivo
est_029,ser_1682,2014,195.08,Global
est_022,ser_1683,2020,59.7,Nacional
est_033,ser_1684,1990,160.07,Nacional
est_017,ser_1685,2002,152.92,Regional
est_014,ser_1686,1990,73.0,Global
est_032,ser_1687,2004,30.59,Nacional
est_006,ser_1688,1991,130.78,Regional
est_001,ser_1689,2009,52.18,Global
est_007,ser_1690,1993,175.18,Nacional
est_034,ser_1691,2006,11.82,Regional
est_031,ser_1692,1998,117.88,Nacional
est_017,ser_1693,1996,170.27,Global
est_023,ser_1694,2005,15.01,Streaming exclusivo
est_029,ser_1695,2002,107.02,Regional
est_012,ser_1696,1994,78.05,Streaming exclusivo
est_016,ser_1697,2011,14.06,Nacional
est_022,ser_1698,2002,69.65,Nacional
est_013,ser_1699,2018,99.58,Nacional
est_006,ser_1700,1998,64.82,Global
est_012,ser_1701,1994,120.1,Regional
est_006,ser_1702,2000,65.86,Global
est_037,ser_1703,1992,21.74,Nacional
est_027,ser_1704,1995,20.85,Nacional
est_014,ser_1705,2021,98.82,Nacional
est_001,ser_1706,1995,22.71,Global
est_007,ser_1707,2005,52.76,Global
est_020,ser_1708,2018,185.15,Global
est_017,ser_1709,1995,52.37,Streaming exclusivo
est_025,ser_1710,2006,134.47,Nacional
est_014,ser_1711,2020,145.2,Nacional
est_014,ser_1712,1999,168.12,Nacional
est_025,ser_1713,2015,141.12,Global
est_039,ser_1714,1990,14.71,Nacional
est_008,ser_1715,2002,158.04,Global
est_034,ser_1716,2016,11.34,Regional
est_024,ser_1717,2014,14.12,Regional
est_018,ser_1718,1991,199.4,Nacional
est_037,ser_1719,2015,171.72,Streaming exclusivo
est_019,ser_1720,2005,88.53,Global
est_024,ser_1721,2024,65.41,Nacional
est_029,ser_1722,1999,63.7,Global
est_004,ser_1723,1997,47.64,Global
est_007,ser_1724,2017,133.03,Regional
est_038,ser_1725,1998,121.5,Nacional
est_010,ser_1726,2022,94.8,Global
est_024,ser_1727,2023,122.2,Streaming exclusivo
est_026,ser_1728,1999,122.31,Nacional
est_022,ser_1729,2005,58.22,Global
est_015,ser_1730,2016,81.85,Regional
est_003,ser_1731,1991,108.07,Streaming exclusivo
est_011,ser_1732,2017,47.42,Nacional
est_030,ser_1733,2013,199.19,Global
est_018,ser_1734,2009,196.07,Global
est_003,ser_1735,1996,9.49,Nacional
est_010,ser_1736,1995,56.71,Global
est_012,ser_1737,1997,143.63,Global
est_012,ser_1738,2019,116.8,Streaming exclusivo
est_014,ser_1739,2020,107.12,Regional
est_022,ser_1740,2017,17.74,Nacional
est_007,ser_1741,2015,109.23,Regional
est_028,ser_1742,2015,19.3,Streaming exclusivo
est_007,ser_1743,2020,136.86,Nacional
est_020,ser_1744,1992,53.51,Nacional
est_015,ser_1745,2017,112.67,Regional
est_019,ser_1746,2023,74.03,Nacional
est_026,ser_1747,2011,38.56,Global
est_022,ser_1748,1994,110.08,Nacional
est_039,ser_1749,2005,137.74,Global
est_006,ser_1750,2018,105.11,Global
est_012,ser_1751,1991,23.95,Streaming exclusivo
est_004,ser_1752,2010,140.49,Nacional
est_004,ser_1753,2009,71.01,Regional
est_017,ser_1754,1992,156.49,Regional
est_002,ser_1755,1994,80.99,Regional
est_008,ser_1756,2003,29.72,Global
est_020,ser_1757,1992,57.88,Regional
est_010,ser_1758,2017,37.23,Nacional
est_019,ser_1759,1998,178.9,Regional
est_001,ser_1760,1998,26.41,Nacional
est_020,ser_1761,2000,121.48,Streaming exclusivo
est_026,ser_1762,2024,33.28,Nacional
est_017,ser_1763,2006,71.06,Streaming exclusivo
est_036,ser_1764,2010,150.17,Global
est_002,ser_1765,1993,65.15,Global
est_019,ser_1766,1990,89.0,Regional
est_013,ser_1767,2010,117.74,Nacional
est_039,ser_1768,2007,28.18,Regional
est_015,ser_1769,2008,106.0,Global
est_014,ser_1770,2008,100.19,Global
est_030,ser_1771,2004,97.27,Nacional
est_032,ser_1772,1992,183.47,Global
est_036,ser_1773,2024,101.33,Global
est_001,ser_1774,2020,115.19,Global
est_029,ser_1775,2007,170.4,Nacional
est_025,ser_1776,1992,129.15,Streaming exclusivo
est_033,ser_1777,2010,124.97,Global
est_003,ser_1778,1990,20.72,Global
est_039,ser_1779,1991,20.19,Regional
est_002,ser_1780,2018,116.96,Nacional
est_027,ser_1781,1997,155.37,Regional
est_008,ser_1782,2015,49.51,Nacional
est_032,ser_1783,2000,41.75,Nacional
est_037,ser_1784,2015,135.85,Regional
est_027,ser_1785,1999,160.39,Regional
est_014,ser_1786,2016,146.02,Regional
est_019,ser_1787,1997,174.08,Streaming exclusivo
est_034,ser_1788,1993,8.71,Regional
est_035,ser_1789,1994,177.18,Global
est_039,ser_1790,2018,180.23,Regional
est_028,ser_1791,2022,70.16,Streaming exclusivo
est_015,ser_1792,1995,84.31,Global
est_039,ser_1793,1991,124.5,Streaming exclusivo
est_027,ser_1794,2023,127.99,Regional
est_024,ser_1795,2014,74.08,Regional
est_015,ser_1796,1999,84.98,Streaming exclusivo
est_008,ser_1797,2017,11.83,Streaming exclusivo
est_031,ser_1798,2019,3.66,Streaming exclusivo
est_029,ser_1799,2000,13.69,Global
est_012,ser_1800,1995,46.67,Regional
est_027,ser_1801,2013,77.66,Global
est_012,ser_1802,1993,41.78,Streaming exclusivo
est_006,ser_1803,2024,119.0,Nacional
est_030,ser_1804,2018,80.67,Streaming exclusivo
est_026,ser_1805,2012,95.43,Regional
est_008,ser_1806,1994,133.56,Nacional
est_008,ser_1807,2022,192.73,Regional
est_025,ser_1808,2003,22.95,Nacional
est_015,ser_1809,2004,57.39,Regional
est_026,ser_1810,2006,45.91,Streaming exclusivo
est_004,ser_1811,2012,184.42,Global
est_018,ser_1812,2000,138.73,Streaming exclusivo
est_018,ser_1813,2020,153.15,Global
est_038,ser_1814,2015,107.34,Global
est_034,ser_1815,2014,199.59,Regional
est_025,ser_1816,2010,172.02,Nacional
est_038,ser_1817,2024,143.38,Global
est_007,ser_1818,2016,118.26,Global
est_014,ser_1819,1999,45.93,Global
est_040,ser_1820,2005,139.22,Streaming exclusivo
est_032,ser_1821,2021,188.89,Regional
est_025,ser_1822,2021,101.19,Global
est_013,ser_1823,1994,159.54,Global
est_031,ser_1824,2001,128.81,Regional
est_027,ser_1825,2006,182.01,Global
est_006,ser_1826,1999,45.44,Global
est_020,ser_1827,2010,147.53,Global
est_027,ser_1828,2002,30.83,Streaming exclusivo
est_020,ser_1829,2003,153.17,Global
est_029,ser_1830,2024,57.18,Regional
est_021,ser_1831,2015,59.12,Global
est_022,ser_1832,1999,120.53,Regional
est_029,ser_1833,2001,175.55,Streaming exclusivo
est_011,ser_1834,1998,71.87,Streaming exclusivo
est_027,ser_1835,2016,136.66,Nacional
est_003,ser_1836,2003,51.86,Streaming exclusivo
est_025,ser_1837,2004,145.07,Global
est_015,ser_1838,1991,160.18,Global
est_023,ser_1839,2009,44.49,Global
est_025,ser_1840,2023,182.12,Global
est_033,ser_1841,2011,69.86,Streaming exclusivo
est_037,ser_1842,2015,53.21,Global
est_020,ser_1843,2022,102.56,Global
est_034,ser_1844,2019,44.64,Nacional
est_018,ser_1845,2004,186.89,Streaming exclusivo
est_027,ser_1846,2011,60.4,Streaming exclusivo
est_006,ser_1847,2016,18.78,Nacional
est_037,ser_1848,2018,104.34,Nacional
est_014,ser_1849,2016,45.35,Streaming exclusivo
est_008,ser_1850,1999,82.8,Global
est_002,ser_1851,2004,176.29,Global
est_006,ser_1852,1991,148.15,Streaming exclusivo
est_029,ser_1853,2024,142.03,Global
est_011,ser_1854,2002,163.7,Global
est_035,ser_1855,2020,176.22,Nacional
est_018,ser_1856,2003,36.82,Global
est_014,ser_1857,2018,107.39,Streaming exclusivo
est_038,ser_1858,2003,162.26,Regional
est_006,ser_1859,2022,41.82,Global
est_006,ser_1860,2016,99.26,Streaming exclusivo
est_039,ser_1861,1996,185.61,Global
est_008,ser_1862,2003,8.64,Global
est_001,ser_1863,2003,5.74,Streaming exclusivo
est_031,ser_1864,2008,120.01,Nacional
