id,titulo,sinopsis,anio,calificacion,numTemporadas,numEpisodios,estadoEmision,activa
ser_1596,Abbott of Us,Investigación criminal que pone a prueba los límites de la justicia.,2022,6.52,1,113,False,True
ser_1597,Without Bad,Una saga familiar que recorre generaciones y secretos.,2000,4.27,3,25,False,True
ser_1598,Shogun of Cards,Misterio y suspenso se entrelazan en esta serie cautivadora.,1992,5.5,10,14,True,True
ser_1599,Severance or,Una mirada profunda a la condición humana en tiempos difíciles.,2002,5.2,1,48,True,True
ser_1600,Wanda lout,Comedia que retrata la vida cotidiana con humor inteligente.,2011,8.95,1,35,True,True
ser_1601,House of alorian,Una saga familiar que recorre generaciones y secretos.,2015,6.92,9,149,False,True
ser_1602,Above Blinders,Una mirada profunda a la condición humana en tiempos difíciles.,2005,9.08,5,69,False,True
ser_1603,Light Eve,Una historia épica que cambia el destino de los protagonistas para siempre.,1998,8.71,1,94,True,True
ser_1604,The Boys Lasso,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",2007,4.94,10,20,False,True
ser_1605,The Mandalorian Heist,"Drama intenso sobre familia, lealtad y traición.",1997,5.41,8,108,True,True
ser_1606,True Detective hunter,Una saga familiar que recorre generaciones y secretos.,2009,6.16,3,22,True,False
ser_1607,Succession Tower,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",2007,7.28,8,93,True,True
ser_1608,True Detective lout,Acción sin tregua en una aventura llena de giros inesperados.,2004,4.74,7,76,False,True
ser_1609,Wanda Profesor,Misterio y suspenso se entrelazan en esta serie cautivadora.,2015,6.22,3,185,True,False
ser_1610,The Marvelous lock,Una historia épica que cambia el destino de los protagonistas para siempre.,2004,4.03,10,46,False,True
ser_1611,Vikings of Us,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",2010,5.57,12,41,True,True
ser_1612,Without Heist,Romance que desafía las convenciones sociales de la época.,2023,6.81,10,124,True,True
ser_1613,Little Tower,Comedia que retrata la vida cotidiana con humor inteligente.,1998,8.02,5,39,True,True
ser_1614,Shogun  Ted,Investigación criminal que pone a prueba los límites de la justicia.,2010,8.59,10,52,True,True
ser_1615,The Sympathizer Things,Romance que desafía las convenciones sociales de la época.,2017,7.68,10,56,True,True
ser_1616,What We or,Comedia que retrata la vida cotidiana con humor inteligente.,1996,9.06,1,48,False,False
ser_1617,Squid ession,Misterio y suspenso se entrelazan en esta serie cautivadora.,2017,4.33,9,91,False,True
ser_1618,True Detective  Mirror,"Drama intenso sobre familia, lealtad y traición.",2015,4.1,9,74,False,False
ser_1619,The Boys Manor,Comedia que retrata la vida cotidiana con humor inteligente.,2000,5.77,4,169,False,True
ser_1620,The Walking Manor,"Drama intenso sobre familia, lealtad y traición.",2015,7.22,3,52,False,True
ser_1621,Succession or,"Drama intenso sobre familia, lealtad y traición.",2015,8.39,5,120,True,False
ser_1622,Euphoria Manor,"Drama intenso sobre familia, lealtad y traición.",2006,7.75,2,49,True,True
ser_1623,The White Thrones,Una saga familiar que recorre generaciones y secretos.,2008,7.33,10,8,True,False
ser_1624,Reservation Things,Acción sin tregua en una aventura llena de giros inesperados.,1998,6.31,5,93,True,True
ser_1625,What We Blinders,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",2001,6.77,5,171,True,True
ser_1626,Black Heist,Una saga familiar que recorre generaciones y secretos.,1995,5.27,6,57,True,True
ser_1627,Severance ia,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",2019,4.5,10,62,False,True
ser_1628,Stranger Chefs,Romance que desafía las convenciones sociales de la época.,1999,6.82,1,88,False,True
ser_1629,Atlanta Saul,Una historia épica que cambia el destino de los protagonistas para siempre.,2016,6.75,7,39,False,True
ser_1630,Dark  Town,Una mirada profunda a la condición humana en tiempos difíciles.,2010,6.69,4,75,False,True
ser_1631,Wednesday Blinders,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",2016,4.07,10,72,False,True
ser_1632,The Mandalorian Blinders,Acción sin tregua en una aventura llena de giros inesperados.,1996,6.02,5,35,True,False
ser_1633,Ted hunter,Acción sin tregua en una aventura llena de giros inesperados.,2020,7.04,8,113,True,False
ser_1634,Wednesday  Ted,"Drama intenso sobre familia, lealtad y traición.",2008,7.62,1,77,False,True
ser_1635,Fargo Game,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",2011,6.97,8,11,True,False
ser_1636,Above of Cards,"Drama intenso sobre familia, lealtad y traición.",2002,5.74,3,16,True,True
ser_1637,Alice alorian,Misterio y suspenso se entrelazan en esta serie cautivadora.,2018,5.55,5,25,False,True
ser_1638,Casa Eve,Una mirada profunda a la condición humana en tiempos difíciles.,2011,6.91,7,152,False,False
ser_1639,Foundation or,Investigación criminal que pone a prueba los límites de la justicia.,2008,6.14,4,102,True,False
ser_1640,Alice  Town,Misterio y suspenso se entrelazan en esta serie cautivadora.,1992,7.99,3,56,False,True
ser_1641,The Last Tower,Una mirada profunda a la condición humana en tiempos difíciles.,2011,6.9,6,166,False,False
ser_1642,The White Vision,Una saga familiar que recorre generaciones y secretos.,2010,7.5,1,154,True,False
ser_1643,Tokyo the Dragon,Acción sin tregua en una aventura llena de giros inesperados.,2006,4.29,8,171,False,True
ser_1644,Big Profesor,Misterio y suspenso se entrelazan en esta serie cautivadora.,2023,5.6,8,19,False,False
ser_1645,The Walking Dynasty,Comedia que retrata la vida cotidiana con humor inteligente.,2018,9.1,5,112,False,True
ser_1646,Andor Jones,Comedia que retrata la vida cotidiana con humor inteligente.,1994,7.82,12,28,False,True
ser_1647,Better Call Dead,Romance que desafía las convenciones sociales de la época.,2018,9.36,3,153,True,True
ser_1648,Downton  Materials,Una mirada profunda a la condición humana en tiempos difíciles.,2008,6.11,7,14,False,True
ser_1649,Reservation Lasso,Una saga familiar que recorre generaciones y secretos.,2017,6.95,4,12,False,False
ser_1650,Across lock,Una historia épica que cambia el destino de los protagonistas para siempre.,2003,8.74,8,185,True,True
ser_1651,Hacks Lotus,Una saga familiar que recorre generaciones y secretos.,2020,7.73,2,163,True,False
ser_1652,The Diplomat Profesor,Comedia que retrata la vida cotidiana con humor inteligente.,2017,5.26,6,179,True,False
ser_1653,Fargo Mrs. Maisel,Una mirada profunda a la condición humana en tiempos difíciles.,2016,5.77,3,184,False,False
ser_1654,Money Game,Una historia épica que cambia el destino de los protagonistas para siempre.,2010,8.89,11,83,True,True
ser_1655,Across to Ashes,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",2017,7.16,7,180,False,True
ser_1656,Better Call the Dragon,"Drama intenso sobre familia, lealtad y traición.",2015,7.35,11,9,False,True
ser_1657,Dark Side Manor,Investigación criminal que pone a prueba los límites de la justicia.,2001,8.87,2,178,True,False
ser_1658,Westworld hunter,Investigación criminal que pone a prueba los límites de la justicia.,1990,6.45,5,162,False,True
ser_1659,Fleabag Detective,Una mirada profunda a la condición humana en tiempos difíciles.,1991,8.16,10,143,True,True
ser_1660,Lost of Cards,Romance que desafía las convenciones sociales de la época.,2016,4.16,7,159,True,True
ser_1661,Outside Bear,Romance que desafía las convenciones sociales de la época.,2024,5.1,6,72,True,True
ser_1662,Andor to Ashes,Misterio y suspenso se entrelazan en esta serie cautivadora.,2022,7.82,4,19,True,True
ser_1663,Little Dynasty,Acción sin tregua en una aventura llena de giros inesperados.,1997,6.73,1,104,False,True
ser_1664,Within alorian,Comedia que retrata la vida cotidiana con humor inteligente.,1997,9.12,9,154,True,True
ser_1665,The Last Blinders,Una historia épica que cambia el destino de los protagonistas para siempre.,2018,4.66,1,159,True,False
ser_1666,Below ia,Romance que desafía las convenciones sociales de la época.,1992,9.1,4,13,True,True
ser_1667,Big Detective,"Drama intenso sobre familia, lealtad y traición.",2015,7.07,10,112,True,True
ser_1668,Within  Materials,"Drama intenso sobre familia, lealtad y traición.",2019,6.99,11,154,False,True
ser_1669,Across hunter,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",2007,4.44,9,6,False,True
ser_1670,Peaky Detective,Acción sin tregua en una aventura llena de giros inesperados.,2020,6.27,1,148,True,True
ser_1671,Stranger Vision,Romance que desafía las convenciones sociales de la época.,1997,4.33,3,113,True,True
ser_1672,The White Lasso,Comedia que retrata la vida cotidiana con humor inteligente.,2003,8.66,7,167,True,True
ser_1673,Within lout 1673,Acción sin tregua en una aventura llena de giros inesperados.,2003,7.46,10,29,True,True
ser_1674,Succession to Ashes,Una saga familiar que recorre generaciones y secretos.,2007,6.62,12,21,True,False
ser_1675,Among lock,"Drama intenso sobre familia, lealtad y traición.",1990,9.33,5,68,False,True
ser_1676,Vikings alorian,Misterio y suspenso se entrelazan en esta serie cautivadora.,2017,6.91,2,185,False,True
ser_1677,The White  Materials,Acción sin tregua en una aventura llena de giros inesperados.,2005,8.8,5,136,True,True
ser_1678,Wanda Blinders,Una mirada profunda a la condición humana en tiempos difíciles.,1998,6.48,7,109,False,False
ser_1679,Black  Mirror,Una saga familiar que recorre generaciones y secretos.,2013,5.8,8,176,True,True
ser_1680,Pachinko f,"Drama intenso sobre familia, lealtad y traición.",2001,9.58,10,164,True,True
ser_1681,Downton Lotus,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",2015,9.61,10,155,False,True
ser_1682,Euphoria or,Una saga familiar que recorre generaciones y secretos.,2014,9.71,10,174,True,True
ser_1683,Squid Game,Acción sin tregua en una aventura llena de giros inesperados.,2020,7.22,8,187,False,False
ser_1684,Bridgerton Eve,Misterio y suspenso se entrelazan en esta serie cautivadora.,1990,4.7,5,140,True,True
ser_1685,True Game,Una saga familiar que recorre generaciones y secretos.,2002,7.06,4,159,True,True
ser_1686,Dark  Materials,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",1990,5.68,1,173,False,False
ser_1687,The Crown ia,Una historia épica que cambia el destino de los protagonistas para siempre.,2004,9.05,12,150,True,True
ser_1688,Sherlock Saul,Una mirada profunda a la condición humana en tiempos difíciles.,1991,7.0,10,132,False,True
ser_1689,Without f,"Drama intenso sobre familia, lealtad y traición.",2009,8.31,11,184,True,True
ser_1690,Above Dead,Investigación criminal que pone a prueba los límites de la justicia.,1993,5.06,6,65,True,False
ser_1691,Inside Bad,Investigación criminal que pone a prueba los límites de la justicia.,2006,9.25,7,38,True,True
ser_1692,Atlanta Dynasty,Una historia épica que cambia el destino de los protagonistas para siempre.,1998,4.49,11,99,True,True
ser_1693,Barry Lotus,Investigación criminal que pone a prueba los límites de la justicia.,1996,6.5,6,128,True,True
ser_1694,The Last ia,Misterio y suspenso se entrelazan en esta serie cautivadora.,2005,6.85,2,187,True,True
ser_1695,The Bear the Dragon,Romance que desafía las convenciones sociales de la época.,2002,7.83,6,109,True,True
ser_1696,Yellowjackets Detective,Romance que desafía las convenciones sociales de la época.,1994,9.75,6,21,True,False
ser_1697,Game of Dead,Una saga familiar que recorre generaciones y secretos.,2011,8.32,10,158,True,True
ser_1698,Slow Horses k,Una mirada profunda a la condición humana en tiempos difíciles.,2002,6.67,4,82,True,True
ser_1699,Mindhunter Lasso,Misterio y suspenso se entrelazan en esta serie cautivadora.,2018,7.19,1,75,False,False
ser_1700,Tokyo Lotus,Una mirada profunda a la condición humana en tiempos difíciles.,1998,5.83,2,7,False,False
ser_1701,Narcos the Dragon,Romance que desafía las convenciones sociales de la época.,1994,7.65,12,148,False,True
ser_1702,True Detective Vision,Investigación criminal que pone a prueba los límites de la justicia.,2000,7.44,2,74,False,False
ser_1703,Euphoria  Ted,Una saga familiar que recorre generaciones y secretos.,1992,8.72,9,96,True,True
ser_1704,Casa Dynasty,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",1995,5.86,8,72,False,False
ser_1705,Chernobyl Heist,Romance que desafía las convenciones sociales de la época.,2021,4.02,5,8,True,True
ser_1706,Wanda Robot,Investigación criminal que pone a prueba los límites de la justicia.,1995,4.14,4,156,False,False
ser_1707,Severance Things,Investigación criminal que pone a prueba los límites de la justicia.,2005,6.16,9,147,False,True
ser_1708,Below  Materials,Investigación criminal que pone a prueba los límites de la justicia.,2018,7.13,3,106,False,True
ser_1709,Inside Bear,Acción sin tregua en una aventura llena de giros inesperados.,1995,5.64,7,187,True,True
ser_1710,Little ia,Una historia épica que cambia el destino de los protagonistas para siempre.,2006,6.92,9,19,False,False
ser_1711,Inside to Ashes,Una historia épica que cambia el destino de los protagonistas para siempre.,2020,7.46,1,179,True,True
ser_1712,Westworld Blinders,Acción sin tregua en una aventura llena de giros inesperados.,1999,6.2,2,91,False,True
ser_1713,La Detective,Una mirada profunda a la condición humana en tiempos difíciles.,2015,5.08,2,34,False,True
ser_1714,Beyond k,Romance que desafía las convenciones sociales de la época.,1990,6.77,5,99,False,True
ser_1715,Tokyo  Mirror,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",2002,6.57,2,80,False,True
ser_1716,Found Lasso,Romance que desafía las convenciones sociales de la época.,2016,8.66,7,39,False,True
ser_1717,Fallout Game,Una historia épica que cambia el destino de los protagonistas para siempre.,2014,6.11,1,41,False,True
ser_1718,Tokyo ia,"Drama intenso sobre familia, lealtad y traición.",1991,6.17,9,120,True,True
ser_1719,Downton Chefs,Una historia épica que cambia el destino de los protagonistas para siempre.,2015,5.92,1,106,True,True
ser_1720,Chernobyl Jones,Acción sin tregua en una aventura llena de giros inesperados.,2005,8.81,6,17,True,True
ser_1721,Daisy of Us,Una saga familiar que recorre generaciones y secretos.,2024,4.7,4,156,True,True
ser_1722,Shogun  Materials,Comedia que retrata la vida cotidiana con humor inteligente.,1999,4.78,10,73,False,True
ser_1723,The Witcher alorian,Una saga familiar que recorre generaciones y secretos.,1997,7.77,3,106,True,True
ser_1724,Above Dynasty,Una historia épica que cambia el destino de los protagonistas para siempre.,2017,4.77,8,95,False,True
ser_1725,Below Manor,Una historia épica que cambia el destino de los protagonistas para siempre.,1998,5.85,12,148,False,True
ser_1726,El alorian,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",2022,4.72,1,167,True,False
ser_1727,Casa or,Una mirada profunda a la condición humana en tiempos difíciles.,2023,5.64,5,90,False,False
ser_1728,Beyond lout,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",1999,6.86,8,19,False,False
ser_1729,Outlander of Us,Acción sin tregua en una aventura llena de giros inesperados.,2005,4.59,7,41,False,False
ser_1730,Abbott Dead,Acción sin tregua en una aventura llena de giros inesperados.,2016,4.09,4,96,True,True
ser_1731,Shrinking lout,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",1991,6.17,4,180,True,True
ser_1732,Beyond Thrones,Romance que desafía las convenciones sociales de la época.,2017,8.69,6,114,True,True
ser_1733,Found Heist,"Drama intenso sobre familia, lealtad y traición.",2013,5.04,5,25,True,True
ser_1734,Light Game,Romance que desafía las convenciones sociales de la época.,2009,7.29,1,187,False,True
ser_1735,The Witcher Mrs. Maisel,Comedia que retrata la vida cotidiana con humor inteligente.,1996,8.03,8,155,True,True
ser_1736,Big Saul,Investigación criminal que pone a prueba los límites de la justicia.,1995,7.7,9,107,False,True
ser_1737,El f,Investigación criminal que pone a prueba los límites de la justicia.,1997,5.36,6,188,False,True
ser_1738,Below to Ashes,Acción sin tregua en una aventura llena de giros inesperados.,2019,7.17,1,101,False,True
ser_1739,Succession Vision,Romance que desafía las convenciones sociales de la época.,2020,8.65,2,144,False,True
ser_1740,Inside lout,Romance que desafía las convenciones sociales de la época.,2017,5.4,4,42,False,True
ser_1741,The Mandalorian Mrs. Maisel,Misterio y suspenso se entrelazan en esta serie cautivadora.,2015,5.5,3,149,True,True
ser_1742,Shogun Detective,Romance que desafía las convenciones sociales de la época.,2015,6.18,10,173,True,True
ser_1743,Foundation lock,Una mirada profunda a la condición humana en tiempos difíciles.,2020,7.61,12,46,True,True
ser_1744,Among Dead,"Drama intenso sobre familia, lealtad y traición.",1992,5.38,3,11,True,True
ser_1745,The Last the Dragon,Una saga familiar que recorre generaciones y secretos.,2017,5.1,3,138,False,True
ser_1746,Inside Manor,"Drama intenso sobre familia, lealtad y traición.",2023,9.16,1,178,False,True
ser_1747,Narcos Thrones,Misterio y suspenso se entrelazan en esta serie cautivadora.,2011,8.0,3,105,True,False
ser_1748,Lost Tower,Una mirada profunda a la condición humana en tiempos difíciles.,1994,7.2,4,37,True,True
ser_1749,Chernobyl ession,Una mirada profunda a la condición humana en tiempos difíciles.,2005,7.91,3,200,False,True
ser_1750,The Boys os,Romance que desafía las convenciones sociales de la época.,2018,6.71,4,25,False,True
ser_1751,Sherlock k,Romance que desafía las convenciones sociales de la época.,1991,4.02,9,98,True,True
ser_1752,El of Cards,"Drama intenso sobre familia, lealtad y traición.",2010,7.62,5,40,False,True
ser_1753,House of k,Una historia épica que cambia el destino de los protagonistas para siempre.,2009,4.77,8,75,True,False
ser_1754,Severance of Us 1754,Una mirada profunda a la condición humana en tiempos difíciles.,1992,8.1,4,136,False,False
ser_1755,Beef Lotus,Misterio y suspenso se entrelazan en esta serie cautivadora.,1994,7.33,5,86,False,True
ser_1756,Mr. Chefs,Una saga familiar que recorre generaciones y secretos.,2003,8.05,10,179,False,True
ser_1757,Shrinking Eve,Una saga familiar que recorre generaciones y secretos.,1992,8.29,6,86,True,True
ser_1758,Loki Lotus,Misterio y suspenso se entrelazan en esta serie cautivadora.,2017,5.26,3,196,True,True
ser_1759,Outlander Bad,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",1998,4.91,9,155,True,True
ser_1760,What We Detective 1760,Una mirada profunda a la condición humana en tiempos difíciles.,1998,8.74,9,186,False,False
ser_1761,Sherlock Robot,Comedia que retrata la vida cotidiana con humor inteligente.,2000,6.31,8,197,False,True
ser_1762,Abbott Chefs,Romance que desafía las convenciones sociales de la época.,2024,4.34,11,145,False,True
ser_1763,Black Blinders,Una saga familiar que recorre generaciones y secretos.,2006,7.73,7,84,False,True
ser_1764,Chernobyl  Materials,Investigación criminal que pone a prueba los límites de la justicia.,2010,6.48,8,165,False,False
ser_1765,Chernobyl Saul,Investigación criminal que pone a prueba los límites de la justicia.,1993,4.34,3,112,True,False
ser_1766,Atlanta  Mirror,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",1990,6.43,6,87,False,False
ser_1767,Atlanta Game,Comedia que retrata la vida cotidiana con humor inteligente.,2010,9.15,6,31,True,True
ser_1768,Fargo Eve,Una historia épica que cambia el destino de los protagonistas para siempre.,2007,4.04,7,140,False,True
ser_1769,Pachinko  Mirror,Una historia épica que cambia el destino de los protagonistas para siempre.,2008,6.07,7,103,False,True
ser_1770,Outside k,Una historia épica que cambia el destino de los protagonistas para siempre.,2008,4.83,4,57,False,False
ser_1771,Stranger Profesor,Comedia que retrata la vida cotidiana con humor inteligente.,2004,8.76,1,192,True,False
ser_1772,Barry Blinders,Una saga familiar que recorre generaciones y secretos.,1992,5.73,5,45,True,False
ser_1773,Breaking Dynasty,Una mirada profunda a la condición humana en tiempos difíciles.,2024,4.18,10,77,True,True
ser_1774,What We the Dragon,Una saga familiar que recorre generaciones y secretos.,2020,6.81,10,130,True,True
ser_1775,La Dead,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",2007,5.22,7,162,False,True
ser_1776,Sherlock Game,Romance que desafía las convenciones sociales de la época.,1992,5.19,7,198,False,True
ser_1777,The Diplomat of Us,Romance que desafía las convenciones sociales de la época.,2010,7.71,4,152,False,True
ser_1778,Within Eve,"Drama intenso sobre familia, lealtad y traición.",1990,8.16,5,75,True,True
ser_1779,The White of Cards,Romance que desafía las convenciones sociales de la época.,1991,5.11,5,45,True,True
ser_1780,True  Town,Romance que desafía las convenciones sociales de la época.,2018,6.73,9,117,False,True
ser_1781,Outside lout,Misterio y suspenso se entrelazan en esta serie cautivadora.,1997,4.39,7,194,False,True
ser_1782,Ozark Chefs,Investigación criminal que pone a prueba los límites de la justicia.,2015,8.67,5,33,False,True
ser_1783,Above Lasso,Romance que desafía las convenciones sociales de la época.,2000,6.44,8,80,True,True
ser_1784,The Last f,"Drama intenso sobre familia, lealtad y traición.",2015,8.89,4,174,True,True
ser_1785,Wanda ession,Acción sin tregua en una aventura llena de giros inesperados.,1999,8.78,6,150,False,False
ser_1786,Light  Materials,"Drama intenso sobre familia, lealtad y traición.",2016,5.37,8,191,True,True
ser_1787,Among k,Romance que desafía las convenciones sociales de la época.,1997,7.62,10,12,True,True
ser_1788,Beyond  Town,Una historia épica que cambia el destino de los protagonistas para siempre.,1993,8.11,7,86,False,False
ser_1789,Narcos  Ted,Romance que desafía las convenciones sociales de la época.,1994,6.44,6,86,True,True
ser_1790,Above Things,Una mirada profunda a la condición humana en tiempos difíciles.,2018,6.68,2,96,True,True
ser_1791,Crash Mrs. Maisel 1791,Misterio y suspenso se entrelazan en esta serie cautivadora.,2022,7.19,8,111,True,True
ser_1792,True Detective Jones,"Drama intenso sobre familia, lealtad y traición.",1995,5.38,7,180,True,True
ser_1793,Peaky Tower,Comedia que retrata la vida cotidiana con humor inteligente.,1991,8.28,9,145,True,True
ser_1794,Lost Dynasty,Acción sin tregua en una aventura llena de giros inesperados.,2023,8.91,2,136,True,True
ser_1795,The Last Jones,Una saga familiar que recorre generaciones y secretos.,2014,4.21,2,18,False,True
ser_1796,The Bear k,Una saga familiar que recorre generaciones y secretos.,1999,7.22,7,147,True,True
ser_1797,The White Profesor,Misterio y suspenso se entrelazan en esta serie cautivadora.,2017,7.52,8,17,True,True
ser_1798,Mare of Game,Investigación criminal que pone a prueba los límites de la justicia.,2019,7.56,9,192,True,True
ser_1799,Shogun Bad,Una mirada profunda a la condición humana en tiempos difíciles.,2000,4.58,6,93,True,True
ser_1800,Vikings  Mirror,Investigación criminal que pone a prueba los límites de la justicia.,1995,6.77,10,178,True,True
ser_1801,Game of ia,Investigación criminal que pone a prueba los límites de la justicia.,2013,7.12,2,25,False,True
ser_1802,Mindhunter k,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",1993,8.36,4,171,False,True
ser_1803,Yellowjackets Jones,Romance que desafía las convenciones sociales de la época.,2024,4.66,11,198,False,True
ser_1804,Through lock,Una saga familiar que recorre generaciones y secretos.,2018,6.59,1,42,True,True
ser_1805,Below Lasso,Acción sin tregua en una aventura llena de giros inesperados.,2012,6.97,5,111,False,True
ser_1806,Sherlock  Materials,Acción sin tregua en una aventura llena de giros inesperados.,1994,5.26,3,162,False,False
ser_1807,Squid os,Una mirada profunda a la condición humana en tiempos difíciles.,2022,9.04,6,155,False,True
ser_1808,The Diplomat Jones,Una historia épica que cambia el destino de los protagonistas para siempre.,2003,4.79,2,90,False,True
ser_1809,Across Detective,Una mirada profunda a la condición humana en tiempos difíciles.,2004,5.02,2,102,False,True
ser_1810,Crash or,Investigación criminal que pone a prueba los límites de la justicia.,2006,5.44,7,105,True,False
ser_1811,The Marvelous or,Investigación criminal que pone a prueba los límites de la justicia.,2012,5.64,2,166,False,True
ser_1812,La of Us,"Drama intenso sobre familia, lealtad y traición.",2000,4.45,11,30,False,True
ser_1813,Sherlock Lasso,Acción sin tregua en una aventura llena de giros inesperados.,2020,8.05,1,186,False,True
ser_1814,The Boys Dynasty,Misterio y suspenso se entrelazan en esta serie cautivadora.,2015,7.85,4,57,True,True
ser_1815,Money  Town,"Drama intenso sobre familia, lealtad y traición.",2014,4.68,4,112,False,False
ser_1816,The Last  Mirror,Acción sin tregua en una aventura llena de giros inesperados.,2010,9.31,5,50,True,True
ser_1817,Outside Manor,Una historia épica que cambia el destino de los protagonistas para siempre.,2024,4.42,4,191,False,False
ser_1818,Crash alorian,Romance que desafía las convenciones sociales de la época.,2016,6.08,12,10,True,False
ser_1819,Black Game,Misterio y suspenso se entrelazan en esta serie cautivadora.,1999,5.6,7,36,False,True
ser_1820,Foundation Mrs. Maisel,Comedia que retrata la vida cotidiana con humor inteligente.,2005,4.36,5,107,False,False
ser_1821,Downton Vision,"Drama intenso sobre familia, lealtad y traición.",2021,6.2,2,151,False,False
ser_1822,Severance Robot,Romance que desafía las convenciones sociales de la época.,2021,6.18,5,29,False,True
ser_1823,El Bear,Una mirada profunda a la condición humana en tiempos difíciles.,1994,8.82,5,79,False,False
ser_1824,True Detective Dead,Investigación criminal que pone a prueba los límites de la justicia.,2001,9.28,4,152,True,True
ser_1825,Andor the Dragon,Comedia que retrata la vida cotidiana con humor inteligente.,2006,5.6,12,195,True,True
ser_1826,Dark Side Blinders,Comedia que retrata la vida cotidiana con humor inteligente.,1999,4.54,5,184,False,False
ser_1827,Fleabag of Us,Misterio y suspenso se entrelazan en esta serie cautivadora.,2010,5.41,8,172,False,False
ser_1828,True Profesor,Una historia épica que cambia el destino de los protagonistas para siempre.,2002,8.05,6,134,True,True
ser_1829,The Walking ia,Una saga familiar que recorre generaciones y secretos.,2003,4.49,2,22,False,True
ser_1830,What We k,Acción sin tregua en una aventura llena de giros inesperados.,2024,4.99,2,9,False,True
ser_1831,True Things,Investigación criminal que pone a prueba los límites de la justicia.,2015,5.86,5,38,False,False
ser_1832,Among of Us,Acción sin tregua en una aventura llena de giros inesperados.,1999,8.77,11,56,True,True
ser_1833,Bridgerton  Ted,Una mirada profunda a la condición humana en tiempos difíciles.,2001,4.07,1,19,True,True
ser_1834,Stranger Game,"Drama intenso sobre familia, lealtad y traición.",1998,5.67,2,30,False,True
ser_1835,Money Jones,Romance que desafía las convenciones sociales de la época.,2016,4.21,6,25,False,True
ser_1836,Only Murders Vision,Investigación criminal que pone a prueba los límites de la justicia.,2003,4.82,3,40,False,True
ser_1837,House of Game,Una saga familiar que recorre generaciones y secretos.,2004,4.76,11,51,True,True
ser_1838,Outlander  Mirror,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",1991,9.57,12,163,True,True
ser_1839,Reacher Dynasty,Una mirada profunda a la condición humana en tiempos difíciles.,2009,5.3,2,55,True,True
ser_1840,The Witcher Robot,Acción sin tregua en una aventura llena de giros inesperados.,2023,9.54,2,60,True,True
ser_1841,Beyond  Ted,Acción sin tregua en una aventura llena de giros inesperados.,2011,7.94,6,38,True,True
ser_1842,Succession Profesor,Misterio y suspenso se entrelazan en esta serie cautivadora.,2015,8.48,5,162,False,False
ser_1843,Beef Manor,Acción sin tregua en una aventura llena de giros inesperados.,2022,6.49,5,50,True,True
ser_1844,Fallout Eve,Romance que desafía las convenciones sociales de la época.,2019,7.63,4,76,False,True
ser_1845,Above k,Comedia que retrata la vida cotidiana con humor inteligente.,2004,6.35,2,91,True,False
ser_1846,Atlanta lout,Una saga familiar que recorre generaciones y secretos.,2011,8.91,5,130,False,True
ser_1847,Better Call of Cards,Acción sin tregua en una aventura llena de giros inesperados.,2016,5.74,5,127,False,True
ser_1848,Severance ession,Misterio y suspenso se entrelazan en esta serie cautivadora.,2018,9.36,7,117,False,True
ser_1849,La Mrs. Maisel,"Drama intenso sobre familia, lealtad y traición.",2016,8.42,10,147,False,True
ser_1850,The Sympathizer Manor,Misterio y suspenso se entrelazan en esta serie cautivadora.,1999,4.6,8,26,True,False
ser_1851,Yellowjackets to Ashes,Comedia que retrata la vida cotidiana con humor inteligente.,2004,5.57,11,79,False,True
ser_1852,Fallout  Town,Acción sin tregua en una aventura llena de giros inesperados.,1991,8.55,7,193,True,True
ser_1853,Light Vision,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",2024,6.41,6,63,True,True
ser_1854,Chernobyl Profesor,Romance que desafía las convenciones sociales de la época.,2002,4.51,4,11,False,True
ser_1855,Outside Eve,Investigación criminal que pone a prueba los límites de la justicia.,2020,9.24,1,148,True,False
ser_1856,The White  Town,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",2003,4.76,2,79,False,True
ser_1857,Light ia,Acción sin tregua en una aventura llena de giros inesperados.,2018,5.07,11,77,True,True
ser_1858,Casa Jones,Una mirada profunda a la condición humana en tiempos difíciles.,2003,7.47,8,41,False,True
ser_1859,Found  Ted,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",2022,9.76,2,52,False,False
